block,total,pro,anti,neutral,avg_score,dominant,pro_pct,anti_pct,last_update,cycle
Inmigración,149,26,23,100,0.02,pro,17.4,15.4,2026-03-17 12:36,2026-03-17 12:36
MERCOSUR,147,29,0,118,0.197,pro,19.7,0.0,2026-03-17 12:36,2026-03-17 12:36
UE,18416,1617,2,16797,0.088,pro,8.8,0.0,2026-03-17 13:06,2026-03-17 13:06
EEUU,7270,0,5350,1920,-0.736,anti,0.0,73.6,2026-03-17 13:06,2026-03-17 13:06
OTAN,397,385,8,4,0.95,pro,97.0,2.0,2026-03-17 13:06,2026-03-17 13:06
China,356,8,0,348,0.022,pro,2.2,0.0,2026-03-17 13:06,2026-03-17 13:06
Rusia,229,7,9,213,-0.009,anti,3.1,3.9,2026-03-17 13:06,2026-03-17 13:06
Inmigración,149,26,23,100,0.02,pro,17.4,15.4,2026-03-17 13:06,2026-03-17 13:06
MERCOSUR,147,29,0,118,0.197,pro,19.7,0.0,2026-03-17 13:06,2026-03-17 13:06
UE,18483,1626,2,16855,0.088,pro,8.8,0.0,2026-03-17 13:36,2026-03-17 13:36
EEUU,7294,0,5370,1924,-0.736,anti,0.0,73.6,2026-03-17 13:36,2026-03-17 13:36
OTAN,398,386,8,4,0.95,pro,97.0,2.0,2026-03-17 13:36,2026-03-17 13:36
China,356,8,0,348,0.022,pro,2.2,0.0,2026-03-17 13:36,2026-03-17 13:36
Rusia,230,7,9,214,-0.009,anti,3.0,3.9,2026-03-17 13:36,2026-03-17 13:36
Inmigración,149,26,23,100,0.02,pro,17.4,15.4,2026-03-17 13:36,2026-03-17 13:36
MERCOSUR,147,29,0,118,0.197,pro,19.7,0.0,2026-03-17 13:36,2026-03-17 13:36
UE,18557,1628,2,16927,0.088,pro,8.8,0.0,2026-03-17 14:06,2026-03-17 14:06
EEUU,7321,0,5395,1926,-0.737,anti,0.0,73.7,2026-03-17 14:06,2026-03-17 14:06
OTAN,399,387,8,4,0.95,pro,97.0,2.0,2026-03-17 14:06,2026-03-17 14:06
China,357,8,0,349,0.022,pro,2.2,0.0,2026-03-17 14:06,2026-03-17 14:06
Rusia,231,7,9,215,-0.009,anti,3.0,3.9,2026-03-17 14:06,2026-03-17 14:06
Inmigración,149,26,23,100,0.02,pro,17.4,15.4,2026-03-17 14:06,2026-03-17 14:06
MERCOSUR,148,29,0,119,0.196,pro,19.6,0.0,2026-03-17 14:06,2026-03-17 14:06
UE,18644,1638,2,17004,0.088,pro,8.8,0.0,2026-03-17 14:36,2026-03-17 14:36
EEUU,7342,0,5415,1927,-0.738,anti,0.0,73.8,2026-03-17 14:36,2026-03-17 14:36
OTAN,402,390,8,4,0.95,pro,97.0,2.0,2026-03-17 14:36,2026-03-17 14:36
China,357,8,0,349,0.022,pro,2.2,0.0,2026-03-17 14:36,2026-03-17 14:36
Rusia,233,7,10,216,-0.013,anti,3.0,4.3,2026-03-17 14:36,2026-03-17 14:36
Inmigración,149,26,23,100,0.02,pro,17.4,15.4,2026-03-17 14:36,2026-03-17 14:36
MERCOSUR,148,29,0,119,0.196,pro,19.6,0.0,2026-03-17 14:36,2026-03-17 14:36
UE,18702,1644,2,17056,0.088,pro,8.8,0.0,2026-03-17 15:06,2026-03-17 15:06
EEUU,7360,0,5429,1931,-0.738,anti,0.0,73.8,2026-03-17 15:06,2026-03-17 15:06
OTAN,403,391,8,4,0.95,pro,97.0,2.0,2026-03-17 15:06,2026-03-17 15:06
China,357,8,0,349,0.022,pro,2.2,0.0,2026-03-17 15:06,2026-03-17 15:06
Rusia,233,7,10,216,-0.013,anti,3.0,4.3,2026-03-17 15:06,2026-03-17 15:06
Inmigración,149,26,23,100,0.02,pro,17.4,15.4,2026-03-17 15:06,2026-03-17 15:06
MERCOSUR,149,29,0,120,0.195,pro,19.5,0.0,2026-03-17 15:06,2026-03-17 15:06
UE,18776,1647,2,17127,0.088,pro,8.8,0.0,2026-03-17 15:36,2026-03-17 15:36
EEUU,7384,0,5449,1935,-0.738,anti,0.0,73.8,2026-03-17 15:36,2026-03-17 15:36
OTAN,404,392,8,4,0.95,pro,97.0,2.0,2026-03-17 15:36,2026-03-17 15:36
China,357,8,0,349,0.022,pro,2.2,0.0,2026-03-17 15:36,2026-03-17 15:36
Rusia,233,7,10,216,-0.013,anti,3.0,4.3,2026-03-17 15:36,2026-03-17 15:36
Inmigración,149,26,23,100,0.02,pro,17.4,15.4,2026-03-17 15:36,2026-03-17 15:36
MERCOSUR,149,29,0,120,0.195,pro,19.5,0.0,2026-03-17 15:36,2026-03-17 15:36
