source,count,alignment,alignment_score,last_update,cycle
infolibre,899,Contra-Gobierno,-0.17,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
elconfidencial,598,Contra-Gobierno,-0.1,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
bbc_mundo,459,Contra-Gobierno,-0.04,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
elmundo_espana,416,Contra-Gobierno,-0.24,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
elmundo_internacional,367,Contra-Gobierno,-0.06,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
el_confidencial_tech,350,Contra-Gobierno,-0.01,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
maldita,285,Pro-Gobierno,0.07,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
elpais_internacional,266,Contra-Gobierno,-0.05,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
newtral,250,Contra-Gobierno,-0.1,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
efe,219,Contra-Gobierno,-0.05,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
el_confidencial_economia,118,Contra-Gobierno,-0.01,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
elpais_espana,71,Contra-Gobierno,-0.26,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
efe_espana,17,Neutral,0.0,2026-04-14 18:37:07+00:00,2026-04-14 18:37:07
google_news_es,8824,Contra-Gobierno,-0.08,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
20minutos,8815,Contra-Gobierno,-0.07,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
okdiario,8321,Contra-Gobierno,-0.07,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
levante_emv,7891,Contra-Gobierno,-0.1,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
google_news_internacional,7474,Contra-Gobierno,-0.02,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
heraldo_aragon,7081,Contra-Gobierno,-0.07,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
elcorreo,6681,Contra-Gobierno,-0.07,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
lavanguardia,5814,Contra-Gobierno,-0.09,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
elpais,4784,Contra-Gobierno,-0.08,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
sur,3461,Contra-Gobierno,-0.09,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
google_news_economia,2989,Pro-Gobierno,0.06,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
eldiario,2947,Contra-Gobierno,-0.13,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
huffington_es,2778,Pro-Gobierno,0.07,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
elespanol,2040,Pro-Gobierno,0.12,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
elmundo,1924,Contra-Gobierno,-0.1,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
expansion,1875,Pro-Gobierno,0.05,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
france24_es,1516,Contra-Gobierno,-0.04,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
google_news_politica,1500,Pro-Gobierno,0.24,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
europapress,1002,Contra-Gobierno,-0.15,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
infolibre,899,Contra-Gobierno,-0.17,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
elconfidencial,599,Contra-Gobierno,-0.1,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
bbc_mundo,460,Contra-Gobierno,-0.04,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
elmundo_espana,416,Contra-Gobierno,-0.24,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
elmundo_internacional,367,Contra-Gobierno,-0.06,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
el_confidencial_tech,350,Contra-Gobierno,-0.01,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
maldita,285,Pro-Gobierno,0.07,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
elpais_internacional,266,Contra-Gobierno,-0.05,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
newtral,250,Contra-Gobierno,-0.1,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
efe,219,Contra-Gobierno,-0.05,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
el_confidencial_economia,118,Contra-Gobierno,-0.01,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
elpais_espana,71,Contra-Gobierno,-0.26,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
efe_espana,17,Neutral,0.0,2026-04-14 19:07:37+00:00,2026-04-14 19:07:37
google_news_es,8831,Contra-Gobierno,-0.08,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
20minutos,8817,Contra-Gobierno,-0.07,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
okdiario,8327,Contra-Gobierno,-0.07,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
levante_emv,7895,Contra-Gobierno,-0.1,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
google_news_internacional,7479,Contra-Gobierno,-0.02,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
heraldo_aragon,7081,Contra-Gobierno,-0.07,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
elcorreo,6688,Contra-Gobierno,-0.07,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
lavanguardia,5814,Contra-Gobierno,-0.09,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
elpais,4785,Contra-Gobierno,-0.08,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
sur,3470,Contra-Gobierno,-0.09,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
google_news_economia,2991,Pro-Gobierno,0.06,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
eldiario,2947,Contra-Gobierno,-0.13,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
huffington_es,2779,Pro-Gobierno,0.07,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
elespanol,2045,Pro-Gobierno,0.12,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
elmundo,1926,Contra-Gobierno,-0.1,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
expansion,1876,Pro-Gobierno,0.05,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
france24_es,1520,Contra-Gobierno,-0.04,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
google_news_politica,1501,Pro-Gobierno,0.24,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
europapress,1003,Contra-Gobierno,-0.15,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
infolibre,899,Contra-Gobierno,-0.17,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
elconfidencial,599,Contra-Gobierno,-0.1,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
bbc_mundo,460,Contra-Gobierno,-0.04,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
elmundo_espana,416,Contra-Gobierno,-0.24,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
elmundo_internacional,367,Contra-Gobierno,-0.06,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
el_confidencial_tech,350,Contra-Gobierno,-0.01,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
maldita,285,Pro-Gobierno,0.07,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
elpais_internacional,266,Contra-Gobierno,-0.05,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
newtral,250,Contra-Gobierno,-0.1,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
efe,219,Contra-Gobierno,-0.05,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
el_confidencial_economia,118,Contra-Gobierno,-0.01,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
elpais_espana,71,Contra-Gobierno,-0.26,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
efe_espana,17,Neutral,0.0,2026-04-14 19:37:05+00:00,2026-04-14 19:37:05
google_news_es,8838,Contra-Gobierno,-0.08,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
20minutos,8821,Contra-Gobierno,-0.07,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
okdiario,8332,Contra-Gobierno,-0.07,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
levante_emv,7902,Contra-Gobierno,-0.1,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
google_news_internacional,7481,Contra-Gobierno,-0.02,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
heraldo_aragon,7083,Contra-Gobierno,-0.07,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
elcorreo,6691,Contra-Gobierno,-0.07,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
lavanguardia,5864,Contra-Gobierno,-0.09,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
elpais,4790,Contra-Gobierno,-0.08,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
sur,3472,Contra-Gobierno,-0.09,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
google_news_economia,2993,Pro-Gobierno,0.06,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
eldiario,2947,Contra-Gobierno,-0.13,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
huffington_es,2779,Pro-Gobierno,0.07,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
elespanol,2046,Pro-Gobierno,0.12,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
elmundo,1926,Contra-Gobierno,-0.1,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
expansion,1879,Pro-Gobierno,0.05,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
france24_es,1520,Contra-Gobierno,-0.04,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
google_news_politica,1502,Pro-Gobierno,0.24,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
europapress,1003,Contra-Gobierno,-0.15,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
infolibre,900,Contra-Gobierno,-0.17,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
elconfidencial,599,Contra-Gobierno,-0.1,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
bbc_mundo,460,Contra-Gobierno,-0.04,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
elmundo_espana,416,Contra-Gobierno,-0.24,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
elmundo_internacional,367,Contra-Gobierno,-0.06,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
el_confidencial_tech,350,Contra-Gobierno,-0.01,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
maldita,285,Pro-Gobierno,0.07,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
elpais_internacional,266,Contra-Gobierno,-0.05,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
newtral,250,Contra-Gobierno,-0.1,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
efe,219,Contra-Gobierno,-0.05,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
el_confidencial_economia,118,Contra-Gobierno,-0.01,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
elpais_espana,71,Contra-Gobierno,-0.26,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
efe_espana,17,Neutral,0.0,2026-04-14 20:06:59+00:00,2026-04-14 20:06:59
google_news_es,8844,Contra-Gobierno,-0.08,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
20minutos,8829,Contra-Gobierno,-0.07,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
okdiario,8337,Contra-Gobierno,-0.07,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
levante_emv,7909,Contra-Gobierno,-0.1,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
google_news_internacional,7482,Contra-Gobierno,-0.02,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
heraldo_aragon,7083,Contra-Gobierno,-0.07,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
elcorreo,6692,Contra-Gobierno,-0.07,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
lavanguardia,5864,Contra-Gobierno,-0.09,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
elpais,4792,Contra-Gobierno,-0.08,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
sur,3472,Contra-Gobierno,-0.09,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
google_news_economia,2995,Pro-Gobierno,0.06,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
eldiario,2947,Contra-Gobierno,-0.13,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
huffington_es,2782,Pro-Gobierno,0.07,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
elespanol,2048,Pro-Gobierno,0.12,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
elmundo,1927,Contra-Gobierno,-0.1,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
expansion,1879,Pro-Gobierno,0.05,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
france24_es,1521,Contra-Gobierno,-0.04,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
google_news_politica,1503,Pro-Gobierno,0.24,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
europapress,1003,Contra-Gobierno,-0.15,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
infolibre,900,Contra-Gobierno,-0.17,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
elconfidencial,599,Contra-Gobierno,-0.1,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
bbc_mundo,460,Contra-Gobierno,-0.04,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
elmundo_espana,416,Contra-Gobierno,-0.24,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
elmundo_internacional,367,Contra-Gobierno,-0.06,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
el_confidencial_tech,350,Contra-Gobierno,-0.01,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
maldita,285,Pro-Gobierno,0.07,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
elpais_internacional,267,Contra-Gobierno,-0.05,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
newtral,250,Contra-Gobierno,-0.1,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
efe,219,Contra-Gobierno,-0.05,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
el_confidencial_economia,118,Contra-Gobierno,-0.01,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
elpais_espana,71,Contra-Gobierno,-0.26,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
efe_espana,17,Neutral,0.0,2026-04-14 20:37:05+00:00,2026-04-14 20:37:05
google_news_es,8847,Contra-Gobierno,-0.08,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
20minutos,8840,Contra-Gobierno,-0.07,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
okdiario,8340,Contra-Gobierno,-0.07,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
levante_emv,7912,Contra-Gobierno,-0.1,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
google_news_internacional,7489,Contra-Gobierno,-0.02,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
heraldo_aragon,7085,Contra-Gobierno,-0.07,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
elcorreo,6697,Contra-Gobierno,-0.07,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
lavanguardia,5864,Contra-Gobierno,-0.09,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
elpais,4796,Contra-Gobierno,-0.08,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
sur,3472,Contra-Gobierno,-0.09,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
google_news_economia,2995,Pro-Gobierno,0.06,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
eldiario,2947,Contra-Gobierno,-0.13,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
huffington_es,2782,Pro-Gobierno,0.07,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
elespanol,2049,Pro-Gobierno,0.12,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
elmundo,1927,Contra-Gobierno,-0.1,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
expansion,1879,Pro-Gobierno,0.05,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
france24_es,1524,Contra-Gobierno,-0.04,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
google_news_politica,1503,Pro-Gobierno,0.24,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
europapress,1003,Contra-Gobierno,-0.15,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
infolibre,900,Contra-Gobierno,-0.17,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
elconfidencial,599,Contra-Gobierno,-0.1,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
bbc_mundo,460,Contra-Gobierno,-0.04,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
elmundo_espana,416,Contra-Gobierno,-0.24,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
elmundo_internacional,367,Contra-Gobierno,-0.06,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
el_confidencial_tech,350,Contra-Gobierno,-0.01,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
maldita,285,Pro-Gobierno,0.07,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
elpais_internacional,267,Contra-Gobierno,-0.05,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
newtral,250,Contra-Gobierno,-0.1,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
efe,219,Contra-Gobierno,-0.05,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
el_confidencial_economia,118,Contra-Gobierno,-0.01,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
elpais_espana,71,Contra-Gobierno,-0.26,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
efe_espana,17,Neutral,0.0,2026-04-14 21:07:12+00:00,2026-04-14 21:07:12
google_news_es,8854,Contra-Gobierno,-0.08,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
20minutos,8842,Contra-Gobierno,-0.07,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
okdiario,8348,Contra-Gobierno,-0.07,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
levante_emv,7914,Contra-Gobierno,-0.1,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
google_news_internacional,7492,Contra-Gobierno,-0.02,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
heraldo_aragon,7085,Contra-Gobierno,-0.07,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
elcorreo,6703,Contra-Gobierno,-0.07,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
lavanguardia,5864,Contra-Gobierno,-0.09,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
elpais,4798,Contra-Gobierno,-0.08,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
sur,3472,Contra-Gobierno,-0.09,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
google_news_economia,2995,Pro-Gobierno,0.06,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
eldiario,2947,Contra-Gobierno,-0.13,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
huffington_es,2783,Pro-Gobierno,0.07,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
elespanol,2051,Pro-Gobierno,0.12,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
elmundo,1928,Contra-Gobierno,-0.1,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
expansion,1879,Pro-Gobierno,0.05,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
france24_es,1526,Contra-Gobierno,-0.04,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
google_news_politica,1505,Pro-Gobierno,0.24,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
europapress,1004,Contra-Gobierno,-0.15,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
infolibre,900,Contra-Gobierno,-0.17,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
elconfidencial,599,Contra-Gobierno,-0.1,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
bbc_mundo,460,Contra-Gobierno,-0.04,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
elmundo_espana,416,Contra-Gobierno,-0.24,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
elmundo_internacional,367,Contra-Gobierno,-0.06,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
el_confidencial_tech,350,Contra-Gobierno,-0.01,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
maldita,285,Pro-Gobierno,0.07,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
elpais_internacional,267,Contra-Gobierno,-0.05,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
newtral,250,Contra-Gobierno,-0.1,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
efe,219,Contra-Gobierno,-0.05,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
el_confidencial_economia,118,Contra-Gobierno,-0.01,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
elpais_espana,71,Contra-Gobierno,-0.26,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
efe_espana,17,Neutral,0.0,2026-04-14 21:37:10+00:00,2026-04-14 21:37:10
google_news_es,8859,Contra-Gobierno,-0.08,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
20minutos,8843,Contra-Gobierno,-0.07,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
okdiario,8357,Contra-Gobierno,-0.07,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
levante_emv,7914,Contra-Gobierno,-0.1,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
google_news_internacional,7494,Contra-Gobierno,-0.02,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
heraldo_aragon,7087,Contra-Gobierno,-0.07,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
elcorreo,6706,Contra-Gobierno,-0.07,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
lavanguardia,5869,Contra-Gobierno,-0.09,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
elpais,4800,Contra-Gobierno,-0.08,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
sur,3482,Contra-Gobierno,-0.09,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
google_news_economia,2995,Pro-Gobierno,0.06,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
eldiario,2947,Contra-Gobierno,-0.13,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
huffington_es,2784,Pro-Gobierno,0.07,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
elespanol,2053,Pro-Gobierno,0.12,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
elmundo,1931,Contra-Gobierno,-0.1,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
expansion,1879,Pro-Gobierno,0.05,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
france24_es,1526,Contra-Gobierno,-0.04,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
google_news_politica,1506,Pro-Gobierno,0.24,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
europapress,1004,Contra-Gobierno,-0.15,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
infolibre,900,Contra-Gobierno,-0.17,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
elconfidencial,599,Contra-Gobierno,-0.1,2026-04-14 22:07:46+00:00,2026-04-14 22:07:46
