source,count,alignment,alignment_score,last_update,cycle
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 08:38:01+00:00,2026-04-11 08:38:01
efe_espana,13,Neutral,0.0,2026-04-11 08:38:01+00:00,2026-04-11 08:38:01
20minutos,10042,Contra-Gobierno,-0.08,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
google_news_es,9842,Contra-Gobierno,-0.07,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
okdiario,9175,Contra-Gobierno,-0.07,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
levante_emv,8906,Contra-Gobierno,-0.1,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
heraldo_aragon,8384,Contra-Gobierno,-0.07,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
elcorreo,7474,Contra-Gobierno,-0.08,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
lavanguardia,6868,Contra-Gobierno,-0.08,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
google_news_internacional,6575,Contra-Gobierno,-0.02,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
elpais,5542,Contra-Gobierno,-0.09,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
eldiario,3412,Contra-Gobierno,-0.13,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
sur,3072,Contra-Gobierno,-0.09,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
huffington_es,3047,Pro-Gobierno,0.07,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
google_news_economia,2789,Pro-Gobierno,0.05,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
elespanol,2290,Contra-Gobierno,-0.12,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
expansion,2181,Pro-Gobierno,0.05,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
elmundo,2178,Contra-Gobierno,-0.09,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
google_news_politica,1862,Pro-Gobierno,0.24,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
france24_es,1719,Contra-Gobierno,-0.03,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
europapress,1161,Contra-Gobierno,-0.15,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
infolibre,1075,Contra-Gobierno,-0.15,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
elconfidencial,667,Contra-Gobierno,-0.12,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
bbc_mundo,528,Contra-Gobierno,-0.02,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
elmundo_internacional,434,Contra-Gobierno,-0.04,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
maldita,371,Pro-Gobierno,0.07,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
el_confidencial_tech,312,Contra-Gobierno,-0.01,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
newtral,287,Contra-Gobierno,-0.08,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
efe,205,Contra-Gobierno,-0.05,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
efe_espana,13,Neutral,0.0,2026-04-11 09:07:53+00:00,2026-04-11 09:07:53
20minutos,10042,Contra-Gobierno,-0.08,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
google_news_es,9848,Contra-Gobierno,-0.07,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
okdiario,9183,Contra-Gobierno,-0.07,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
levante_emv,8911,Contra-Gobierno,-0.1,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
heraldo_aragon,8387,Contra-Gobierno,-0.07,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
elcorreo,7475,Contra-Gobierno,-0.08,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
lavanguardia,6868,Contra-Gobierno,-0.08,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
google_news_internacional,6577,Contra-Gobierno,-0.02,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
elpais,5545,Contra-Gobierno,-0.09,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
eldiario,3413,Contra-Gobierno,-0.13,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
sur,3072,Contra-Gobierno,-0.09,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
huffington_es,3051,Neutral,0.0,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
google_news_economia,2790,Pro-Gobierno,0.05,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
elespanol,2291,Contra-Gobierno,-0.12,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
expansion,2181,Pro-Gobierno,0.05,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
elmundo,2178,Contra-Gobierno,-0.09,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
google_news_politica,1863,Pro-Gobierno,0.24,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
france24_es,1719,Contra-Gobierno,-0.03,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
europapress,1162,Contra-Gobierno,-0.15,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
infolibre,1075,Contra-Gobierno,-0.15,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
elconfidencial,667,Contra-Gobierno,-0.12,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
bbc_mundo,529,Contra-Gobierno,-0.02,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
elmundo_internacional,434,Contra-Gobierno,-0.04,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
maldita,371,Pro-Gobierno,0.07,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
el_confidencial_tech,312,Contra-Gobierno,-0.01,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
newtral,287,Contra-Gobierno,-0.08,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
efe,205,Contra-Gobierno,-0.05,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
efe_espana,13,Neutral,0.0,2026-04-11 09:37:51+00:00,2026-04-11 09:37:51
20minutos,10046,Contra-Gobierno,-0.08,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
google_news_es,9851,Contra-Gobierno,-0.07,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
okdiario,9191,Contra-Gobierno,-0.07,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
levante_emv,8914,Contra-Gobierno,-0.1,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
heraldo_aragon,8388,Contra-Gobierno,-0.07,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
elcorreo,7479,Contra-Gobierno,-0.08,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
lavanguardia,6868,Contra-Gobierno,-0.08,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
google_news_internacional,6578,Contra-Gobierno,-0.02,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
elpais,5545,Contra-Gobierno,-0.09,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
eldiario,3417,Contra-Gobierno,-0.13,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
sur,3072,Contra-Gobierno,-0.09,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
huffington_es,3052,Neutral,0.0,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
google_news_economia,2791,Pro-Gobierno,0.05,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
elespanol,2291,Contra-Gobierno,-0.12,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
expansion,2181,Pro-Gobierno,0.05,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
elmundo,2178,Contra-Gobierno,-0.09,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
google_news_politica,1864,Pro-Gobierno,0.24,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
france24_es,1719,Contra-Gobierno,-0.03,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
europapress,1162,Contra-Gobierno,-0.15,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
infolibre,1075,Contra-Gobierno,-0.15,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
elconfidencial,667,Contra-Gobierno,-0.12,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
bbc_mundo,530,Contra-Gobierno,-0.02,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
elmundo_internacional,435,Contra-Gobierno,-0.04,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
maldita,371,Pro-Gobierno,0.07,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
el_confidencial_tech,312,Contra-Gobierno,-0.01,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
newtral,287,Contra-Gobierno,-0.08,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
efe,207,Contra-Gobierno,-0.05,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
efe_espana,13,Neutral,0.0,2026-04-11 10:07:54+00:00,2026-04-11 10:07:54
20minutos,10050,Contra-Gobierno,-0.08,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
google_news_es,9854,Contra-Gobierno,-0.07,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
okdiario,9200,Contra-Gobierno,-0.07,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
levante_emv,8919,Contra-Gobierno,-0.1,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
heraldo_aragon,8396,Contra-Gobierno,-0.07,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
elcorreo,7480,Contra-Gobierno,-0.08,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
lavanguardia,6868,Contra-Gobierno,-0.08,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
google_news_internacional,6582,Contra-Gobierno,-0.02,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
elpais,5547,Contra-Gobierno,-0.09,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
eldiario,3418,Contra-Gobierno,-0.13,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
sur,3072,Contra-Gobierno,-0.09,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
huffington_es,3055,Neutral,0.0,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
google_news_economia,2791,Pro-Gobierno,0.05,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
elespanol,2292,Contra-Gobierno,-0.12,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
expansion,2182,Pro-Gobierno,0.05,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
elmundo,2179,Contra-Gobierno,-0.1,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
google_news_politica,1866,Pro-Gobierno,0.24,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
france24_es,1719,Contra-Gobierno,-0.03,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
europapress,1162,Contra-Gobierno,-0.15,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
infolibre,1075,Contra-Gobierno,-0.15,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
elconfidencial,668,Contra-Gobierno,-0.12,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
bbc_mundo,531,Contra-Gobierno,-0.02,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
elmundo_internacional,435,Contra-Gobierno,-0.04,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
maldita,371,Pro-Gobierno,0.07,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
el_confidencial_tech,312,Contra-Gobierno,-0.01,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
newtral,287,Contra-Gobierno,-0.08,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
efe,207,Contra-Gobierno,-0.05,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
efe_espana,13,Neutral,0.0,2026-04-11 10:38:00+00:00,2026-04-11 10:38:00
20minutos,10055,Contra-Gobierno,-0.08,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
google_news_es,9862,Contra-Gobierno,-0.07,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
okdiario,9207,Contra-Gobierno,-0.07,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
levante_emv,8922,Contra-Gobierno,-0.1,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
heraldo_aragon,8401,Contra-Gobierno,-0.07,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
elcorreo,7487,Contra-Gobierno,-0.08,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
lavanguardia,6868,Contra-Gobierno,-0.08,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
google_news_internacional,6588,Contra-Gobierno,-0.02,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
elpais,5548,Contra-Gobierno,-0.09,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
eldiario,3419,Contra-Gobierno,-0.13,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
sur,3072,Contra-Gobierno,-0.09,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
huffington_es,3057,Pro-Gobierno,0.07,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
google_news_economia,2792,Pro-Gobierno,0.05,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
elespanol,2293,Contra-Gobierno,-0.12,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
elmundo,2183,Contra-Gobierno,-0.1,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
expansion,2182,Pro-Gobierno,0.05,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
google_news_politica,1866,Pro-Gobierno,0.24,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
france24_es,1719,Contra-Gobierno,-0.03,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
europapress,1162,Contra-Gobierno,-0.15,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
infolibre,1075,Contra-Gobierno,-0.15,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
elconfidencial,668,Contra-Gobierno,-0.12,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
bbc_mundo,532,Contra-Gobierno,-0.02,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
elmundo_internacional,436,Contra-Gobierno,-0.04,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
maldita,371,Pro-Gobierno,0.07,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
el_confidencial_tech,312,Contra-Gobierno,-0.01,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
newtral,288,Contra-Gobierno,-0.08,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
efe,207,Contra-Gobierno,-0.05,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
efe_espana,13,Neutral,0.0,2026-04-11 11:08:08+00:00,2026-04-11 11:08:08
20minutos,10060,Contra-Gobierno,-0.08,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
google_news_es,9873,Contra-Gobierno,-0.07,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
okdiario,9218,Contra-Gobierno,-0.07,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
levante_emv,8924,Contra-Gobierno,-0.1,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
heraldo_aragon,8405,Contra-Gobierno,-0.07,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
elcorreo,7495,Contra-Gobierno,-0.08,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
lavanguardia,6868,Contra-Gobierno,-0.08,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
google_news_internacional,6590,Contra-Gobierno,-0.02,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
elpais,5548,Contra-Gobierno,-0.09,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
eldiario,3422,Contra-Gobierno,-0.13,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
sur,3074,Contra-Gobierno,-0.09,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
huffington_es,3062,Pro-Gobierno,0.07,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
google_news_economia,2793,Pro-Gobierno,0.05,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
elespanol,2295,Contra-Gobierno,-0.12,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
elmundo,2185,Contra-Gobierno,-0.1,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
expansion,2183,Pro-Gobierno,0.05,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
google_news_politica,1866,Pro-Gobierno,0.24,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
france24_es,1719,Contra-Gobierno,-0.03,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
europapress,1163,Contra-Gobierno,-0.15,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
infolibre,1075,Contra-Gobierno,-0.15,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
elconfidencial,668,Contra-Gobierno,-0.12,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
bbc_mundo,533,Contra-Gobierno,-0.02,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
elmundo_internacional,436,Contra-Gobierno,-0.04,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
maldita,371,Pro-Gobierno,0.07,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
el_confidencial_tech,312,Contra-Gobierno,-0.01,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
newtral,288,Contra-Gobierno,-0.08,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
efe,207,Contra-Gobierno,-0.05,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
efe_espana,13,Neutral,0.0,2026-04-11 11:38:20+00:00,2026-04-11 11:38:20
20minutos,10063,Contra-Gobierno,-0.08,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
google_news_es,9876,Contra-Gobierno,-0.07,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
okdiario,9222,Contra-Gobierno,-0.07,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
levante_emv,8929,Contra-Gobierno,-0.1,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
heraldo_aragon,8407,Contra-Gobierno,-0.07,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
elcorreo,7500,Contra-Gobierno,-0.08,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
lavanguardia,6868,Contra-Gobierno,-0.08,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
google_news_internacional,6596,Contra-Gobierno,-0.02,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
elpais,5549,Contra-Gobierno,-0.09,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
eldiario,3425,Contra-Gobierno,-0.13,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
sur,3074,Contra-Gobierno,-0.09,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
huffington_es,3062,Pro-Gobierno,0.07,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
google_news_economia,2793,Pro-Gobierno,0.05,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
elespanol,2298,Contra-Gobierno,-0.12,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
elmundo,2185,Contra-Gobierno,-0.1,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
expansion,2183,Pro-Gobierno,0.05,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
google_news_politica,1867,Pro-Gobierno,0.24,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
france24_es,1719,Contra-Gobierno,-0.03,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
europapress,1163,Contra-Gobierno,-0.15,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
infolibre,1077,Contra-Gobierno,-0.15,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
elconfidencial,668,Contra-Gobierno,-0.12,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
bbc_mundo,536,Contra-Gobierno,-0.02,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
elmundo_internacional,436,Contra-Gobierno,-0.04,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
maldita,371,Pro-Gobierno,0.07,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
el_confidencial_tech,313,Contra-Gobierno,-0.01,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
newtral,288,Contra-Gobierno,-0.08,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
efe,207,Contra-Gobierno,-0.05,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
efe_espana,13,Neutral,0.0,2026-04-11 12:07:53+00:00,2026-04-11 12:07:53
20minutos,10072,Contra-Gobierno,-0.08,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
google_news_es,9880,Contra-Gobierno,-0.07,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
okdiario,9230,Contra-Gobierno,-0.07,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
levante_emv,8934,Contra-Gobierno,-0.1,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
heraldo_aragon,8408,Contra-Gobierno,-0.07,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
elcorreo,7505,Contra-Gobierno,-0.08,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
lavanguardia,6868,Contra-Gobierno,-0.08,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
google_news_internacional,6603,Contra-Gobierno,-0.02,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
elpais,5552,Contra-Gobierno,-0.09,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
eldiario,3428,Contra-Gobierno,-0.13,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
sur,3074,Contra-Gobierno,-0.09,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
huffington_es,3065,Pro-Gobierno,0.07,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
google_news_economia,2795,Pro-Gobierno,0.05,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
elespanol,2299,Contra-Gobierno,-0.12,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
elmundo,2187,Contra-Gobierno,-0.1,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
expansion,2183,Pro-Gobierno,0.05,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
google_news_politica,1868,Pro-Gobierno,0.24,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
france24_es,1719,Contra-Gobierno,-0.03,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
europapress,1163,Contra-Gobierno,-0.15,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
infolibre,1078,Contra-Gobierno,-0.15,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
elconfidencial,668,Contra-Gobierno,-0.12,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
bbc_mundo,536,Contra-Gobierno,-0.02,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
elmundo_espana,495,Contra-Gobierno,-0.22,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
elmundo_internacional,436,Contra-Gobierno,-0.04,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
maldita,371,Pro-Gobierno,0.07,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
el_confidencial_tech,314,Contra-Gobierno,-0.01,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
elpais_internacional,313,Contra-Gobierno,-0.03,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
newtral,288,Contra-Gobierno,-0.08,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
efe,207,Contra-Gobierno,-0.05,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
el_confidencial_economia,107,Contra-Gobierno,-0.01,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
elpais_espana,40,Contra-Gobierno,-0.32,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
efe_espana,13,Neutral,0.0,2026-04-11 12:37:16+00:00,2026-04-11 12:37:16
20minutos,10075,Contra-Gobierno,-0.08,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
google_news_es,9890,Contra-Gobierno,-0.07,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
okdiario,9231,Contra-Gobierno,-0.07,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
levante_emv,8936,Contra-Gobierno,-0.1,2026-04-11 13:07:14+00:00,2026-04-11 13:07:14
