source,news_count,internal_diversity,originality,original_news,repeated_news,diversity_score,last_update,cycle
okdiario,882,0.992,0.486,429,453,68.8,2026-03-11 06:33,2026-03-11 06:33
huffington_es,278,0.973,0.453,126,152,66.1,2026-03-11 06:33,2026-03-11 06:33
elcorreo,741,0.995,0.424,314,427,65.2,2026-03-11 06:33,2026-03-11 06:33
france24_es,185,0.976,0.432,80,105,65.0,2026-03-11 06:33,2026-03-11 06:33
google_news_es,883,0.992,0.419,370,513,64.8,2026-03-11 06:33,2026-03-11 06:33
eldiario,325,0.994,0.412,134,191,64.5,2026-03-11 06:33,2026-03-11 06:33
elmundo,200,0.993,0.41,82,118,64.3,2026-03-11 06:33,2026-03-11 06:33
20minutos,1036,0.995,0.406,421,615,64.2,2026-03-11 06:33,2026-03-11 06:33
newtral,25,0.979,0.4,10,15,63.2,2026-03-11 06:33,2026-03-11 06:33
expansion,218,0.992,0.39,85,133,63.1,2026-03-11 06:33,2026-03-11 06:33
elmundo_espana,42,0.99,0.381,16,26,62.5,2026-03-11 06:33,2026-03-11 06:33
elespanol,211,0.992,0.37,78,133,61.9,2026-03-11 06:33,2026-03-11 06:33
lavanguardia,629,0.993,0.367,231,398,61.7,2026-03-11 06:33,2026-03-11 06:33
google_news_politica,84,0.953,0.393,33,51,61.7,2026-03-11 06:33,2026-03-11 06:33
infolibre,85,0.993,0.353,30,55,60.9,2026-03-11 06:33,2026-03-11 06:33
elpais,529,0.994,0.342,181,348,60.3,2026-03-11 06:33,2026-03-11 06:33
elconfidencial,59,0.991,0.322,19,40,59.0,2026-03-11 06:33,2026-03-11 06:33
elmundo_internacional,33,0.988,0.303,10,23,57.7,2026-03-11 06:33,2026-03-11 06:33
bbc_mundo,39,0.968,0.282,11,28,55.6,2026-03-11 06:33,2026-03-11 06:33
elpais_internacional,25,0.975,0.24,6,19,53.4,2026-03-11 06:33,2026-03-11 06:33
europapress,119,0.987,0.143,17,102,48.1,2026-03-11 06:33,2026-03-11 06:33
maldita,29,0.949,0.586,17,12,73.1,2026-03-11 07:03,2026-03-11 07:03
heraldo_aragon,774,0.98,0.518,401,373,70.3,2026-03-11 07:03,2026-03-11 07:03
levante_emv,935,0.995,0.502,469,466,69.9,2026-03-11 07:03,2026-03-11 07:03
okdiario,873,0.992,0.474,414,459,68.1,2026-03-11 07:03,2026-03-11 07:03
france24_es,186,0.976,0.441,82,104,65.5,2026-03-11 07:03,2026-03-11 07:03
elcorreo,742,0.995,0.427,317,425,65.4,2026-03-11 07:03,2026-03-11 07:03
huffington_es,281,0.972,0.441,124,157,65.3,2026-03-11 07:03,2026-03-11 07:03
eldiario,323,0.994,0.421,136,187,65.0,2026-03-11 07:03,2026-03-11 07:03
elmundo,198,0.993,0.414,82,116,64.6,2026-03-11 07:03,2026-03-11 07:03
google_news_es,874,0.992,0.413,361,513,64.5,2026-03-11 07:03,2026-03-11 07:03
20minutos,1038,0.995,0.401,416,622,63.9,2026-03-11 07:03,2026-03-11 07:03
newtral,25,0.979,0.4,10,15,63.2,2026-03-11 07:03,2026-03-11 07:03
expansion,218,0.992,0.39,85,133,63.1,2026-03-11 07:03,2026-03-11 07:03
lavanguardia,645,0.993,0.374,241,404,62.2,2026-03-11 07:03,2026-03-11 07:03
google_news_politica,85,0.953,0.4,34,51,62.1,2026-03-11 07:03,2026-03-11 07:03
elespanol,211,0.992,0.355,75,136,61.0,2026-03-11 07:03,2026-03-11 07:03
elmundo_espana,42,0.99,0.357,15,27,61.0,2026-03-11 07:03,2026-03-11 07:03
bbc_mundo,39,0.969,0.359,14,25,60.3,2026-03-11 07:03,2026-03-11 07:03
elpais,537,0.994,0.335,180,357,59.9,2026-03-11 07:03,2026-03-11 07:03
elmundo_internacional,33,0.989,0.333,11,22,59.5,2026-03-11 07:03,2026-03-11 07:03
infolibre,85,0.993,0.318,27,58,58.8,2026-03-11 07:03,2026-03-11 07:03
elconfidencial,59,0.991,0.288,17,42,56.9,2026-03-11 07:03,2026-03-11 07:03
elpais_internacional,25,0.975,0.24,6,19,53.4,2026-03-11 07:03,2026-03-11 07:03
europapress,113,0.988,0.133,15,98,47.5,2026-03-11 07:03,2026-03-11 07:03
maldita,29,0.949,0.655,19,10,77.3,2026-03-11 07:33,2026-03-11 07:33
levante_emv,930,0.995,0.508,472,458,70.3,2026-03-11 07:33,2026-03-11 07:33
heraldo_aragon,778,0.98,0.506,394,384,69.6,2026-03-11 07:33,2026-03-11 07:33
okdiario,876,0.992,0.468,410,466,67.8,2026-03-11 07:33,2026-03-11 07:33
elcorreo,734,0.995,0.437,321,413,66.0,2026-03-11 07:33,2026-03-11 07:33
google_news_es,878,0.992,0.421,370,508,64.9,2026-03-11 07:33,2026-03-11 07:33
france24_es,187,0.976,0.428,80,107,64.7,2026-03-11 07:33,2026-03-11 07:33
eldiario,325,0.994,0.415,135,190,64.7,2026-03-11 07:33,2026-03-11 07:33
huffington_es,281,0.971,0.423,119,162,64.2,2026-03-11 07:33,2026-03-11 07:33
expansion,218,0.992,0.408,89,129,64.2,2026-03-11 07:33,2026-03-11 07:33
20minutos,1033,0.995,0.403,416,617,64.0,2026-03-11 07:33,2026-03-11 07:33
elmundo,198,0.993,0.404,80,118,64.0,2026-03-11 07:33,2026-03-11 07:33
newtral,25,0.979,0.4,10,15,63.2,2026-03-11 07:33,2026-03-11 07:33
elespanol,208,0.992,0.385,80,128,62.8,2026-03-11 07:33,2026-03-11 07:33
elmundo_espana,42,0.99,0.381,16,26,62.5,2026-03-11 07:33,2026-03-11 07:33
google_news_politica,85,0.952,0.4,34,51,62.1,2026-03-11 07:33,2026-03-11 07:33
lavanguardia,664,0.993,0.372,247,417,62.0,2026-03-11 07:33,2026-03-11 07:33
infolibre,85,0.993,0.353,30,55,60.9,2026-03-11 07:33,2026-03-11 07:33
elpais,539,0.994,0.336,181,358,59.9,2026-03-11 07:33,2026-03-11 07:33
bbc_mundo,39,0.968,0.333,13,26,58.7,2026-03-11 07:33,2026-03-11 07:33
elconfidencial,58,0.991,0.31,18,40,58.2,2026-03-11 07:33,2026-03-11 07:33
elmundo_internacional,33,0.988,0.303,10,23,57.7,2026-03-11 07:33,2026-03-11 07:33
elpais_internacional,25,0.975,0.24,6,19,53.4,2026-03-11 07:33,2026-03-11 07:33
europapress,113,0.988,0.133,15,98,47.5,2026-03-11 07:33,2026-03-11 07:33
maldita,29,0.949,0.621,18,11,75.2,2026-03-11 08:03,2026-03-11 08:03
levante_emv,922,0.995,0.507,467,455,70.2,2026-03-11 08:03,2026-03-11 08:03
heraldo_aragon,776,0.98,0.501,389,387,69.3,2026-03-11 08:03,2026-03-11 08:03
okdiario,883,0.992,0.476,420,463,68.2,2026-03-11 08:03,2026-03-11 08:03
elcorreo,742,0.995,0.429,318,424,65.5,2026-03-11 08:03,2026-03-11 08:03
huffington_es,279,0.972,0.434,121,158,64.9,2026-03-11 08:03,2026-03-11 08:03
eldiario,323,0.994,0.415,134,189,64.7,2026-03-11 08:03,2026-03-11 08:03
google_news_es,879,0.992,0.416,366,513,64.6,2026-03-11 08:03,2026-03-11 08:03
elmundo,200,0.993,0.41,82,118,64.3,2026-03-11 08:03,2026-03-11 08:03
france24_es,188,0.976,0.42,79,109,64.2,2026-03-11 08:03,2026-03-11 08:03
20minutos,1032,0.995,0.404,417,615,64.0,2026-03-11 08:03,2026-03-11 08:03
elmundo_espana,42,0.99,0.405,17,25,63.9,2026-03-11 08:03,2026-03-11 08:03
expansion,222,0.992,0.401,89,133,63.7,2026-03-11 08:03,2026-03-11 08:03
newtral,25,0.98,0.4,10,15,63.2,2026-03-11 08:03,2026-03-11 08:03
lavanguardia,678,0.993,0.381,258,420,62.6,2026-03-11 08:03,2026-03-11 08:03
elespanol,208,0.992,0.361,75,133,61.3,2026-03-11 08:03,2026-03-11 08:03
google_news_politica,85,0.953,0.376,32,53,60.7,2026-03-11 08:03,2026-03-11 08:03
elpais,539,0.994,0.325,175,364,59.3,2026-03-11 08:03,2026-03-11 08:03
bbc_mundo,39,0.968,0.333,13,26,58.7,2026-03-11 08:03,2026-03-11 08:03
infolibre,85,0.993,0.306,26,59,58.1,2026-03-11 08:03,2026-03-11 08:03
elconfidencial,59,0.991,0.271,16,43,55.9,2026-03-11 08:03,2026-03-11 08:03
elmundo_internacional,33,0.988,0.273,9,24,55.9,2026-03-11 08:03,2026-03-11 08:03
elpais_internacional,25,0.975,0.24,6,19,53.4,2026-03-11 08:03,2026-03-11 08:03
europapress,114,0.988,0.132,15,99,47.4,2026-03-11 08:03,2026-03-11 08:03
maldita,29,0.949,0.552,16,13,71.1,2026-03-11 08:33,2026-03-11 08:33
heraldo_aragon,783,0.98,0.524,410,373,70.6,2026-03-11 08:33,2026-03-11 08:33
levante_emv,930,0.995,0.505,470,460,70.1,2026-03-11 08:33,2026-03-11 08:33
okdiario,896,0.992,0.479,429,467,68.4,2026-03-11 08:33,2026-03-11 08:33
newtral,25,0.979,0.44,11,14,65.6,2026-03-11 08:33,2026-03-11 08:33
elcorreo,743,0.995,0.424,315,428,65.2,2026-03-11 08:33,2026-03-11 08:33
elmundo,201,0.993,0.423,85,116,65.1,2026-03-11 08:33,2026-03-11 08:33
google_news_es,881,0.992,0.414,365,516,64.5,2026-03-11 08:33,2026-03-11 08:33
eldiario,324,0.994,0.41,133,191,64.4,2026-03-11 08:33,2026-03-11 08:33
france24_es,188,0.976,0.42,79,109,64.2,2026-03-11 08:33,2026-03-11 08:33
20minutos,1038,0.995,0.407,422,616,64.2,2026-03-11 08:33,2026-03-11 08:33
huffington_es,281,0.972,0.409,115,166,63.4,2026-03-11 08:33,2026-03-11 08:33
expansion,225,0.992,0.396,89,136,63.4,2026-03-11 08:33,2026-03-11 08:33
elmundo_espana,41,0.99,0.39,16,25,63.0,2026-03-11 08:33,2026-03-11 08:33
lavanguardia,687,0.993,0.376,258,429,62.3,2026-03-11 08:33,2026-03-11 08:33
google_news_politica,85,0.954,0.4,34,51,62.2,2026-03-11 08:33,2026-03-11 08:33
elespanol,213,0.992,0.352,75,138,60.8,2026-03-11 08:33,2026-03-11 08:33
infolibre,85,0.993,0.329,28,57,59.5,2026-03-11 08:33,2026-03-11 08:33
elmundo_internacional,33,0.988,0.333,11,22,59.5,2026-03-11 08:33,2026-03-11 08:33
elpais,541,0.994,0.312,169,372,58.5,2026-03-11 08:33,2026-03-11 08:33
bbc_mundo,39,0.968,0.308,12,27,57.2,2026-03-11 08:33,2026-03-11 08:33
elconfidencial,59,0.991,0.254,15,44,54.9,2026-03-11 08:33,2026-03-11 08:33
elpais_internacional,24,0.976,0.25,6,18,54.0,2026-03-11 08:33,2026-03-11 08:33
europapress,121,0.987,0.14,17,104,47.9,2026-03-11 08:33,2026-03-11 08:33
maldita,31,0.951,0.581,18,13,72.9,2026-03-11 09:03,2026-03-11 09:03
levante_emv,937,0.995,0.508,476,461,70.3,2026-03-11 09:03,2026-03-11 09:03
heraldo_aragon,782,0.98,0.512,400,382,69.9,2026-03-11 09:03,2026-03-11 09:03
okdiario,899,0.992,0.465,418,481,67.6,2026-03-11 09:03,2026-03-11 09:03
france24_es,190,0.976,0.437,83,107,65.3,2026-03-11 09:03,2026-03-11 09:03
elcorreo,740,0.995,0.422,312,428,65.1,2026-03-11 09:03,2026-03-11 09:03
google_news_es,881,0.992,0.422,372,509,65.0,2026-03-11 09:03,2026-03-11 09:03
huffington_es,280,0.973,0.432,121,159,64.8,2026-03-11 09:03,2026-03-11 09:03
expansion,227,0.992,0.405,92,135,64.0,2026-03-11 09:03,2026-03-11 09:03
eldiario,326,0.994,0.402,131,195,63.9,2026-03-11 09:03,2026-03-11 09:03
elmundo,202,0.993,0.401,81,121,63.8,2026-03-11 09:03,2026-03-11 09:03
20minutos,1036,0.995,0.398,412,624,63.7,2026-03-11 09:03,2026-03-11 09:03
newtral,25,0.979,0.4,10,15,63.2,2026-03-11 09:03,2026-03-11 09:03
lavanguardia,694,0.994,0.382,265,429,62.7,2026-03-11 09:03,2026-03-11 09:03
google_news_politica,86,0.951,0.407,35,51,62.5,2026-03-11 09:03,2026-03-11 09:03
elespanol,216,0.992,0.366,79,137,61.6,2026-03-11 09:03,2026-03-11 09:03
elmundo_espana,41,0.99,0.366,15,26,61.6,2026-03-11 09:03,2026-03-11 09:03
infolibre,88,0.992,0.33,29,59,59.5,2026-03-11 09:03,2026-03-11 09:03
elpais,545,0.994,0.328,179,366,59.4,2026-03-11 09:03,2026-03-11 09:03
bbc_mundo,39,0.968,0.333,13,26,58.7,2026-03-11 09:03,2026-03-11 09:03
elmundo_internacional,33,0.988,0.303,10,23,57.7,2026-03-11 09:03,2026-03-11 09:03
elconfidencial,60,0.99,0.283,17,43,56.6,2026-03-11 09:03,2026-03-11 09:03
elpais_internacional,24,0.977,0.25,6,18,54.1,2026-03-11 09:03,2026-03-11 09:03
europapress,120,0.987,0.15,18,102,48.5,2026-03-11 09:03,2026-03-11 09:03
maldita,35,0.944,0.543,19,16,70.3,2026-03-11 09:33,2026-03-11 09:33
levante_emv,943,0.995,0.503,474,469,70.0,2026-03-11 09:33,2026-03-11 09:33
heraldo_aragon,782,0.98,0.505,395,387,69.5,2026-03-11 09:33,2026-03-11 09:33
okdiario,901,0.992,0.477,430,471,68.3,2026-03-11 09:33,2026-03-11 09:33
france24_es,190,0.976,0.442,84,106,65.6,2026-03-11 09:33,2026-03-11 09:33
elcorreo,757,0.995,0.417,316,441,64.8,2026-03-11 09:33,2026-03-11 09:33
elmundo_espana,41,0.99,0.415,17,24,64.5,2026-03-11 09:33,2026-03-11 09:33
20minutos,1051,0.995,0.408,429,622,64.3,2026-03-11 09:33,2026-03-11 09:33
expansion,229,0.992,0.41,94,135,64.3,2026-03-11 09:33,2026-03-11 09:33
eldiario,325,0.994,0.406,132,193,64.1,2026-03-11 09:33,2026-03-11 09:33
google_news_es,884,0.992,0.406,359,525,64.0,2026-03-11 09:33,2026-03-11 09:33
huffington_es,283,0.972,0.406,115,168,63.2,2026-03-11 09:33,2026-03-11 09:33
newtral,25,0.979,0.4,10,15,63.2,2026-03-11 09:33,2026-03-11 09:33
elmundo,201,0.993,0.388,78,123,63.0,2026-03-11 09:33,2026-03-11 09:33
lavanguardia,694,0.993,0.379,263,431,62.5,2026-03-11 09:33,2026-03-11 09:33
elespanol,217,0.992,0.373,81,136,62.1,2026-03-11 09:33,2026-03-11 09:33
google_news_politica,84,0.95,0.381,32,52,60.9,2026-03-11 09:33,2026-03-11 09:33
elpais,543,0.994,0.315,171,372,58.7,2026-03-11 09:33,2026-03-11 09:33
bbc_mundo,39,0.968,0.333,13,26,58.7,2026-03-11 09:33,2026-03-11 09:33
infolibre,88,0.993,0.284,25,63,56.8,2026-03-11 09:33,2026-03-11 09:33
elpais_internacional,24,0.977,0.292,7,17,56.6,2026-03-11 09:33,2026-03-11 09:33
elmundo_internacional,32,0.988,0.281,9,23,56.4,2026-03-11 09:33,2026-03-11 09:33
elconfidencial,60,0.99,0.267,16,44,55.6,2026-03-11 09:33,2026-03-11 09:33
europapress,119,0.987,0.118,14,105,46.6,2026-03-11 09:33,2026-03-11 09:33
maldita,35,0.945,0.629,22,13,75.5,2026-03-11 10:03,2026-03-11 10:03
levante_emv,952,0.995,0.503,479,473,70.0,2026-03-11 10:03,2026-03-11 10:03
heraldo_aragon,781,0.98,0.512,400,381,69.9,2026-03-11 10:03,2026-03-11 10:03
okdiario,910,0.992,0.481,438,472,68.5,2026-03-11 10:03,2026-03-11 10:03
elmundo_espana,41,0.991,0.439,18,23,66.0,2026-03-11 10:03,2026-03-11 10:03
france24_es,191,0.976,0.445,85,106,65.7,2026-03-11 10:03,2026-03-11 10:03
elcorreo,757,0.995,0.425,322,435,65.3,2026-03-11 10:03,2026-03-11 10:03
20minutos,1049,0.995,0.414,434,615,64.6,2026-03-11 10:03,2026-03-11 10:03
eldiario,327,0.994,0.41,134,193,64.4,2026-03-11 10:03,2026-03-11 10:03
huffington_es,284,0.972,0.423,120,164,64.3,2026-03-11 10:03,2026-03-11 10:03
google_news_es,884,0.992,0.405,358,526,64.0,2026-03-11 10:03,2026-03-11 10:03
elmundo,201,0.993,0.403,81,120,63.9,2026-03-11 10:03,2026-03-11 10:03
lavanguardia,699,0.993,0.385,269,430,62.8,2026-03-11 10:03,2026-03-11 10:03
google_news_politica,87,0.95,0.414,36,51,62.8,2026-03-11 10:03,2026-03-11 10:03
expansion,232,0.992,0.375,87,145,62.2,2026-03-11 10:03,2026-03-11 10:03
elespanol,218,0.992,0.372,81,137,62.0,2026-03-11 10:03,2026-03-11 10:03
elpais_internacional,24,0.977,0.375,9,15,61.6,2026-03-11 10:03,2026-03-11 10:03
newtral,25,0.98,0.36,9,16,60.8,2026-03-11 10:03,2026-03-11 10:03
elpais,544,0.994,0.325,177,367,59.3,2026-03-11 10:03,2026-03-11 10:03
bbc_mundo,39,0.968,0.333,13,26,58.7,2026-03-11 10:03,2026-03-11 10:03
infolibre,88,0.992,0.307,27,61,58.1,2026-03-11 10:03,2026-03-11 10:03
elmundo_internacional,32,0.988,0.281,9,23,56.4,2026-03-11 10:03,2026-03-11 10:03
elconfidencial,60,0.991,0.267,16,44,55.7,2026-03-11 10:03,2026-03-11 10:03
europapress,120,0.987,0.142,17,103,48.0,2026-03-11 10:03,2026-03-11 10:03
maldita,35,0.945,0.6,21,14,73.8,2026-03-11 10:33,2026-03-11 10:33
levante_emv,957,0.995,0.499,478,479,69.7,2026-03-11 10:33,2026-03-11 10:33
heraldo_aragon,781,0.98,0.501,391,390,69.3,2026-03-11 10:33,2026-03-11 10:33
okdiario,917,0.992,0.469,430,487,67.8,2026-03-11 10:33,2026-03-11 10:33
france24_es,193,0.975,0.461,89,104,66.7,2026-03-11 10:33,2026-03-11 10:33
elmundo_espana,41,0.99,0.439,18,23,65.9,2026-03-11 10:33,2026-03-11 10:33
elcorreo,753,0.995,0.424,319,434,65.2,2026-03-11 10:33,2026-03-11 10:33
20minutos,1061,0.995,0.402,427,634,63.9,2026-03-11 10:33,2026-03-11 10:33
eldiario,332,0.994,0.401,133,199,63.8,2026-03-11 10:33,2026-03-11 10:33
google_news_es,882,0.992,0.398,351,531,63.6,2026-03-11 10:33,2026-03-11 10:33
elmundo,201,0.993,0.393,79,122,63.3,2026-03-11 10:33,2026-03-11 10:33
newtral,25,0.98,0.4,10,15,63.2,2026-03-11 10:33,2026-03-11 10:33
expansion,233,0.992,0.378,88,145,62.4,2026-03-11 10:33,2026-03-11 10:33
huffington_es,283,0.972,0.389,110,173,62.2,2026-03-11 10:33,2026-03-11 10:33
bbc_mundo,39,0.968,0.385,15,24,61.8,2026-03-11 10:33,2026-03-11 10:33
elpais_internacional,24,0.976,0.375,9,15,61.5,2026-03-11 10:33,2026-03-11 10:33
elespanol,221,0.992,0.362,80,141,61.4,2026-03-11 10:33,2026-03-11 10:33
google_news_politica,88,0.95,0.386,34,54,61.2,2026-03-11 10:33,2026-03-11 10:33
lavanguardia,701,0.993,0.354,248,453,61.0,2026-03-11 10:33,2026-03-11 10:33
