window,representative,sources,n_sources,n_titles,avg_similarity,coord_score,all_titles,detected_at,cycle
2026-03-11 14:00:00,La AIE acuerda la mayor liberación de reservas de petróleo de la historia,"elcorreo, elmundo, heraldo_aragon, infolibre",4,5,0.563,56,"La AIE acuerda la mayor liberación de reservas de petróleo de la historia para frenar los precios | La AIE acuerda la mayor liberación de reservas de petróleo de la historia | La AIE aprueba la mayor liberación de reservas estratégicas de petróleo de la historia | Más de 30 países, incluido España, acuerdan la mayor liberación de reservas de petróleo de la historia para frenar el 'shock´ de precios y suministro | La AIE acuerda la mayor liberación de reservas de petróleo de la historia: 400 millones de barriles",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 18:00:00,El Gobierno la propuesta de nombramiento de Inés Olóndriz como presidenta de la Airef,"20minutos, elcorreo, elpais",3,4,0.739,55,El Gobierno la propuesta de nombramiento de Inés Olóndriz como presidenta de la Airef | El Gobierno comunica la propuesta nombramiento de Inés Olóndriz como presidenta de la Airef | El Consejo de Ministros acuerda proponer a Inés Olóndriz como presidenta de la Airef | El Gobierno propone a Inés Olóndriz como presidenta de la Airef,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,Génova dice que Ayuso acatará la decisión judicial que le insta a crear un registro de objetores,"europapress, google_news_es, infolibre",3,3,0.746,55,"Génova dice que Ayuso acatará la decisión judicial que le insta a crear un registro de objetores | Génova dice que Ayuso acatará la decisión judicial que le insta a crear un registro de objetores - infoLibre | El PP está ""convencido"" de que Ayuso ""acatará"" la decisión judicial para crear el registro de objetores al aborto",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,"Von der Leyen considera que Europa cometió un ""error estratégico"" al alejarse de la energía nuclear","eldiario, google_news_es, heraldo_aragon, levante_emv",4,4,0.556,55,"Von der Leyen equipara la energía nuclear a las renovables: ""Es un error darles la espalda"" | Von der Leyen dice ahora que fue &quot;error estratégico&quot; alejarse de la energía nuclear | Von der Leyen asegura que Europa cometió un ""error estratégico"" al alejarse de la energía nuclear - LaSexta | Von der Leyen considera que Europa cometió un ""error estratégico"" al alejarse de la energía nuclear",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,Mercadona logra unos históricos 41.900 millones de euros de facturación en 2025,"20minutos, europapress, lavanguardia, levante_emv, okdiario",5,5,0.443,55,"Mercadona aumenta sus beneficios en 2025 hasta los 1.729 millones de euros y logra unas ventas de 41.900 millones | Mercadona gana 1.729 millones de euros con una facturación que alcanza los 41.900 millones | Mercadona logra un nuevo récord de ventas, que se disparan un 8% hasta los 41.900 millones de euros | Mercadona obtiene unas ventas de 41.900 millones, un 8% más, con el negocio en Portugal disparado | Mercadona logra unos históricos 41.900 millones de euros de facturación en 2025",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,DIRECTO | Rueda de prensa posterior al Consejo de Ministros,"elconfidencial, google_news_es, levante_emv",3,3,0.743,55,En directo: Rueda de prensa tras el Consejo de Ministros - La Moncloa | DIRECTO | Rueda de prensa posterior al Consejo de Ministros | Vídeo | Siga en directo la rueda de prensa posterior al Consejo de Ministros,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 10:00:00,Las víctimas de la DANA piden obviar el aforamiento de Mazón e investigarlo en Catarroja - Cadena SER,"elmundo, google_news_es, infolibre",3,3,0.728,54,"Las víctimas de la dana piden obviar el aforamiento de Mazón e investigarlo en Catarroja | Víctimas de la dana piden al TSJ ""no aplicar"" el aforamiento a Mazón por ser un ""fraude de ley"" y que lo investigue la jueza de Catarroja | Las víctimas de la DANA piden obviar el aforamiento de Mazón e investigarlo en Catarroja - Cadena SER",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 12:00:00,Bolaños anuncia una convocatoria de 200 nuevas plazas para fiscales,"elcorreo, elpais, infolibre",3,3,0.724,54,Bolaños anuncia una convocatoria de 200 nuevas plazas para fiscales | El Ministerio de Justicia y la Fiscalía acuerdan la convocatoria de 200 nuevas plazas para fiscales | Bolaños anuncia la creación de 200 nuevas plazas de fiscal,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 06:00:00,Adebayo supera a Kobe Bryant y logra 83 puntos en una noche para la Historia,"elmundo, google_news_es, lavanguardia",3,3,0.733,54,Adebayo supera a Kobe Bryant y logra 83 puntos en una noche para la Historia | Adebayo supera a Kobe Bryant y logra 83 puntos en una noche para la Historia - El Mundo | Bam Adebayo supera a Kobe Bryant: 83 puntos en un partido,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,El Gobierno hará una ronda de contactos con los grupos parlamentarios por la guerra en Irán,"eldiario, europapress, huffington_es",3,3,0.728,54,El Gobierno hará una ronda de contactos con los grupos parlamentarios por la guerra en Irán | El Gobierno iniciará una ronda de contactos con los grupos parlamentarios y agentes sociales por la guerra en Irán | El Gobierno convocará una ronda de contactos con los grupos parlamentarios para hablar de la guerra de Irán,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 08:00:00,Repsol prevé invertir hasta 10.000 millones hasta 2028 y repartirá 3.600 millones en dividendo,"elcorreo, google_news_es, okdiario",3,6,0.726,54,Repsol prevé invertir 10.000 millones hasta 2028 y repartir 3.600 millones en dividendos - El Independiente | Repsol prevé invertir hasta 10.000 millones hasta 2028 y repartirá 3.600 millones en dividendo | Repsol prevé invertir 10.000 millones hasta 2028 y repartirá 3.600 millones en dividendo | Repsol invertirá hasta 10.000 millones de cara a 2028 y repartirá 3.600 millones en dividendo en efectivo | Repsol prevé invertir 10.000 millones hasta 2028 y repartirá 3.600 millones en dividendo - El Correo,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 16:00:00,El rey Felipe VI se reúne con la Premio Nobel de la Paz María Corina Machado en Chile,"20minutos, elespanol, google_news_es, heraldo_aragon",4,5,0.544,54,El rey Felipe VI se reúne con la Premio Nobel de la Paz María Corina Machado en Chile | Felipe VI se reúne con la Premio Nobel de la Paz María Corina Machado en Chile | Felipe VI se reúne con María Corina Machado antes de la investidura de Kast en Chile | El Rey se reúne con María Corina Machado en Chile - Libertad Digital | El rey Felipe VI se reúne con María Corina Machado en Valparaíso antes de la investidura de Kast - RTVE.es,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,"Von der Leyen: ""Europa cometió un error estratégico al alejarse"" de la energía nuclear - RTVE.es","expansion, google_news_es, okdiario",3,4,0.721,54,"Rapapolvo de Von der Leyen a Sánchez: Europa cometió un «error estratégico» al alejarse de la nuclear | Von der Leyen califica el rechazo a la energía nuclear en Europa de ""error estratégico"" | Von der Leyen: ""Europa cometió un error estratégico al alejarse"" de la energía nuclear - RTVE.es | Von der Leyen anuncia 200 millones para la energía nuclear: ""Europa cometió un error estratégico al alejarse"" - RTVE.es",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 04:00:00,Alcaraz remonta contra Rinderknech y accede a los  octavos de Indian Wells,"elpais, google_news_es, okdiario",3,3,0.707,53,Alcaraz defiende su imbatibilidad ante Rinderknech camino a octavos de Indian Wells - France 24 | Imparable Alcaraz: remonta a un aguerrido Rinderknech y ya está en octavos de Indian Wells | Alcaraz remonta contra Rinderknech y accede a los  octavos de Indian Wells,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 16:00:00,La Fiscalía se opone a imputar a Mazón por la DANA: «No hay indicios con suficiente solidez»,"elmundo, elpais, google_news_es, okdiario",4,4,0.534,53,"La Fiscalía se opone a imputar a Mazón por la DANA al no advertir aún indicios de suficiente solidez contra él - Cadena SER | La Fiscalía se opone a imputar a Mazón por la DANA: «No hay indicios con suficiente solidez» | La Fiscalía descarta por ahora imputar a Mazón por la dana ante la falta de ""indicios con suficiente solidez"" | La Fiscalía se opone a imputar a Mazón por la gestión de la dana al no ver de momento indicios suficientes",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 18:00:00,"Champions League: Atlético de Madrid - Tottenham, en directo","elespanol, elpais, google_news_es, levante_emv, okdiario",5,5,0.419,52,"Champions League: Atlético de Madrid - Tottenham, en directo | Atlético de Madrid - Tottenham , en directo Champions: resultado, goleadores y estadísticas en vivo | ¡Descubre las alineaciones titulares del Atlético de Madrid-Tottenham! - Página oficial del Atlético de Madrid | Atlético de Madrid - Tottenham en directo | Los de Simeone quieren dejar encarrilada la eliminatoria en el Metropolitano | Á que hora es el Atlético de Madrid – Tottenham y dónde ver en directo y en streaming los octavos de la Champions League",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 14:00:00,Glovo inicia un ere para despedir a 750 repartidores en España,"20minutos, expansion, lavanguardia, levante_emv",4,4,0.522,52,Glovo inicia un ere para despedir a 750 repartidores en España | Glovo inicia un ERE para 750 repartidores de 60 localidades de toda España | Glovo anuncia un ERE para despedir 750 repartidores en 60 ciudades españolas | Glovo anuncia un ERE para 750 repartidores en España,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 12:00:00,"La ex consejera Pradas imputada en la dana pide al TSJ que asuma toda la causa ""sin más dilación"" si decide investigar a Mazón","eldiario, elmundo, lavanguardia, levante_emv",4,4,0.527,52,"La ex consejera Pradas imputada en la dana pide al TSJ que asuma toda la causa ""sin más dilación"" si decide investigar a Mazón | La exconsellera Pradas pide al TSJ que, en caso de imputar a Mazón, asuma toda la causa de la dana ""sin más dilación"" | Pradas y Argüeso piden al TSJ que asuma toda la causa de la dana si acuerda investigar a Mazón | El exsecretario autonómico de Emergencias imputado en la dana pide que el TSJCV asuma toda la causa tras la ""investigación prospectiva a Mazón""",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 08:00:00,La madrileña Audrey Pascual conquista el oro en el supergigante de los Juegos Paralímpicos de Milán-Cortina,"20minutos, elcorreo, levante_emv",3,3,0.681,51,Audrey Pascual le da a España el primer oro en los Juegos Paralímpicos de Milán-Cortina | La madrileña Audrey Pascual conquista el oro en el supergigante de los Juegos Paralímpicos de Milán-Cortina | La esquiadora española Audrey Pascual conquista el oro en el supergigante de los Juegos Paralímpicos de Milán-Cortina,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 12:00:00,Las defensas de la OTAN interceptan otro misil iraní en el espacio aéreo de Turquía,"20minutos, elcorreo, lavanguardia, levante_emv",4,5,0.513,51,"Las defensas de la OTAN interceptan otro misil iraní en el espacio aéreo de Turquía | Trump dice que la guerra está ""prácticamente acabada"" en un día en el que la OTAN bloquea otro misil iraní en el espacio aéreo de Turquía | La OTAN derriba un segundo misil iraní sobre el espacio aéreo de Turquía | La OTAN intercepta un nuevo misil iraní en el espacio aéreo de Turquía | Última hora de la Guerra en Oriente Medio: Las defensas de la OTAN interceptan otro misil balístico iraní en el espacio aéreo de Turquía",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 20:00:00,Sorteo Bonoloto del miércoles 11 de marzo de 2026,"elcorreo, elpais, google_news_es, levante_emv",4,4,0.516,51,Comprobar la Bonoloto del miércoles 11 de marzo de 2026 - El Mundo | Sorteo Bonoloto del miércoles 11 de marzo de 2026 | Bonoloto: comprobar sorteo del miércoles 11 de marzo | La Bonoloto del miércoles: comprobar resultados del 11 de marzo,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 12:00:00,Turquía anuncia que baterías de la OTAN neutralizan otro misil lanzado desde Irán,"europapress, heraldo_aragon, huffington_es",3,3,0.686,51,Turquía neutraliza otro misil lanzado desde Irán y que sobrevolaba su espacio aéreo gracias a antimisiles de la OTAN | Turquía anuncia que baterías de la OTAN neutralizan otro misil lanzado desde Irán | Turquía anuncia que baterías antiaéreas de la OTAN neutralizan otro misil lanzado desde Irán,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 08:00:00,Costa discrepa de Von der Leyen sobre el ataque a Irán: “La UE debe defender el orden internacional basado en normas” - EL PAÍS,"elpais, google_news_es, lavanguardia",3,4,0.688,51,Costa discrepa de Von der Leyen sobre el ataque a Irán: “La UE debe defender el orden internacional basado en normas” | Costa defiende un orden internacional basado en normas frente al giro de Von der Leyen | Costa discrepa de Von der Leyen: “La UE debe defender el orden internacional basado en normas” - EL PAÍS | Costa discrepa de Von der Leyen sobre el ataque a Irán: “La UE debe defender el orden internacional basado en normas” - EL PAÍS,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,Sánchez comparecerá el 25 de marzo en el Congreso por la guerra en Irán - Libertad Digital,"elcorreo, google_news_es, lavanguardia, levante_emv",4,4,0.52,51,Sánchez comparecerá el 25 de marzo en el Congreso por la guerra en Irán - Libertad Digital | Sánchez comparecerá el 25 de marzo en el Congreso para hablar del conflicto en Oriente Medio | Pedro Sánchez comparecerá el 25 de marzo en el Congreso para dar cuenta de la postura del Gobierno ante la guerra en Oriente Próximo | Sánchez comparecerá el 25 de marzo en el Congreso para informar sobre la crisis de Irán,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 18:00:00,"Feijóo acusa a Abascal de impedir gobiernos en CCAA y le espeta: ""Esto de patriota te viene grande""","europapress, google_news_politica, levante_emv",3,3,0.669,50,"Cruce de reproches entre Feijóo y Abascal ante la presión en los pactos postelectorales: ""Esto de patriota te viene grande"" - ElPlural.com | Feijóo acusa a Abascal de impedir que se puedan gobernar las CCAA: ""Esto de patriota te viene grande"" | Feijóo acusa a Abascal de impedir gobiernos en CCAA y le espeta: ""Esto de patriota te viene grande""",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 06:00:00,"Inditex ganó un récord de 6.220 millones en 2025, un 6% más","elpais, europapress, heraldo_aragon, lavanguardia",4,5,0.508,50,"Inditex ganó un récord de 6.220 millones en 2025, un 6% más | Inditex ganó un récord de 6.220 millones en 2025 | Inditex ganó 6.220 millones de euros en 2025, un 6% más, y aumentó sus ventas un 3,2% | Inditex logra un beneficio récord de 6.220 millones en 2025, un 6% más, con ventas de 39.864 millones (+3,2%) | Inditex gana un récord de 6.220 millones en 2025, un 6% más, y anuncia inversiones por 2.300 millones para este año",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,Mercadona supera los 40.000 millones en ventas y dispara un 25% su beneficio tras un ejercicio “histórico”,"elcorreo, elpais, google_news_es",3,4,0.672,50,Mercadona supera los 40.000 millones de facturación al crecer un 8% en un ejercicio récord | Mercadona crece un 8% y supera los 40.000 millones en ventas tras un ejercicio “histórico” | Mercadona supera los 40.000 millones en ventas y dispara un 25% su beneficio tras un ejercicio “histórico” | Mercadona supera los 40.000 millones en ventas y dispara un 25% su beneficio tras un ejercicio “histórico” - EL PAÍS,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,La Fiscalía recurrirá ante el Constitucional la condena a García Ortiz,"20minutos, elcorreo, elespanol, infolibre",4,5,0.509,50,La Fiscalía recurrirá ante el Constitucional la condena a García Ortiz en los próximos días | La Fiscalía recurrirá ante el Constitucional la condena a García Ortiz | La fiscal general ordena recurrir ante el Constitucional la condena de García Ortiz | La fiscala general recurrirá ante el Constitucional la sentencia que condenó a García Ortiz | La Fiscalía recurrirá al TC la condena a García Ortiz pese a lo excepcional de sus demandas de amparo: solo tres en 5 años,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 06:00:00,"Un hombre condenado por raptar mujeres mata en un incendio a su expareja, a su madre y a una vecina","20minutos, infolibre, lavanguardia",3,3,0.66,49,"Un condenado por secuestrar a mujeres mata en un incendio a su expareja, su madre y una vecina | Un condenado reincidente por raptar a mujeres mata a su expareja, su madre y una vecina al quemar una casa | Un hombre condenado por raptar mujeres mata en un incendio a su expareja, a su madre y a una vecina",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 16:00:00,"Muere Alfredo Bryce Echenique, el hermano pequeño, zumbón y brillante del Boom Latinoamericano","elcorreo, elmundo, google_news_es",3,3,0.663,49,"Muere Alfredo Bryce Echenique, el renglón torcido del 'boom' | Muere Alfredo Bryce Echenique, el hermano pequeño, zumbón y brillante del Boom Latinoamericano | Muere Alfredo Bryce Echenique, el hermano pequeño, zumbón y brillante del Boom Latinoamericano - El Mundo",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 22:00:00,Al menos seis muertos en el incendio de un autobús en Suiza,"eldiario, europapress, google_news_es",3,4,0.664,49,Al menos seis muertos y cinco heridos en el incendio de un autobús en Suiza | Al menos seis muertos en el incendio de un autobús en Suiza | Al menos seis muertos en el incendio de un autobús en Suiza - elDiario.es | Al menos seis muertos y cuatro heridos en el incendio de un autobús en Suiza - RTVE.es,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 14:00:00,Juan Ayuso abandona la París-Niza tras sufrir una caída,"20minutos, elcorreo, elpais",3,6,0.659,49,Juan Ayuso abandona la París-Niza tras sufrir una caída y Vingegaard se viste de líder | Juan Ayuso abandona la París-Niza tras sufrir una caída y Vingegaard se viste de líder tras ganar la etapa | Ayuso abandona la París-Niza tras una dura caída: acaba retorciéndose de dolor y es trasladado al hospital | Juan Ayuso abandona la París-Niza cuando marchaba líder tras sufrir una dura caída | Juan Ayuso abandona la París-Niza tras sufrir una dura caída cuando marchaba líder,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 12:00:00,Barcelona cierra los accesos al parque de Collserola tras aparecer un jabalí contaminado por peste porcina,"20minutos, elpais, google_news_es, levante_emv",4,6,0.485,48,"Barcelona cierra los accesos a Collserola tras detectarse el primer caso de peste porcina en el municipio | Detectado el primer caso de peste porcina en Barcelona, que obliga a cerrar el Parque de Collserola | Detectado el primer caso de peste porcina en Barcelona, que ha obligado a cerrar el Parque de Collserola | La Generalitat cierra todos los accesos al Parque de Collserola tras detectar el primer positivo por peste porcina en Barcelona | Barcelona cierra los accesos al parque de Collserola tras aparecer un jabalí contaminado por peste porcina",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 10:00:00,La Velada del Año VI: Illojuan y TheGrefg disputarán el combate estelar del evento de Ibai Llanos,"20minutos, elcorreo, lavanguardia",3,3,0.653,48,'La Velada del Año VI' agota todas sus entradas: otras opciones para acudir al gran evento de Ibai Llanos | Estos son los combates de 'La Velada del Año VI' de Ibai Llanos | La Velada del Año VI: Illojuan y TheGrefg disputarán el combate estelar del evento de Ibai Llanos,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 08:00:00,"Repsol anuncia 10.000 millones en inversión hasta 2028, más de la mitad en España y Portugal","eldiario, google_news_es, lavanguardia",3,3,0.647,48,"España y Portugal, destino prioritario de los 10.000 millones de inversiones de Repsol | Repsol anuncia 10.000 millones en inversión hasta 2028, más de la mitad en España y Portugal | Repsol anuncia 10.000 millones en inversión hasta 2028, más de la mitad en España y Portugal - elDiario.es",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 10:00:00,Von der Leyen dice que la UE ya no puede confiar en un orden mundial basado en reglas y debe proyectar su propio poder,"elespanol, europapress, okdiario",3,3,0.646,48,"Von der Leyen pide «no derramar una lágrima por Irán» y dice que la UE «ya no puede confiar» en las normas | Von der Leyen dice que la UE ya no puede confiar en un orden mundial basado en reglas y debe proyectar su propio poder | Von der Leyen cree que la UE ""ya no puede confiar"" en un sistema basado en reglas y cuestiona si es ""un obstáculo""",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 08:00:00,Una mujer dispara varias veces contra la casa de Rihanna en Los Ángeles mientras ella estaba dentro,"elpais, heraldo_aragon, huffington_es",3,3,0.64,47,Una mujer dispara varias veces contra la casa de Rihanna en Los Ángeles mientras ella estaba dentro | Una mujer dispara a la casa de Rihanna en Los Ángeles mientras ella estaba dentro | Una mujer dispara diez veces contra la casa de Rihanna,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 12:00:00,"Macron anuncia una misión ""puramente defensiva"" para reabrir el Estrecho de Ormuz","20minutos, elcorreo, google_news_es",3,5,0.631,47,"Macron anuncia una misión «defensiva» para reabrir el estrecho de Ormuz | Macron: ""Está en marcha una misión defensiva para abrir progresivamente el estrecho de Ormuz"" - EFE - Agencia de noticias | Macron anuncia una operación ""puramente"" defensiva para reabrir el Estrecho de Ormuz | Macron anuncia una misión ""puramente defensiva"" para reabrir el Estrecho de Ormuz | Macron anuncia una misión ""puramente defensiva"" para reabrir el Estrecho de Ormuz - 20Minutos",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,"Juan Roig aboga por un IVA al 0% en alimentación ante el conflicto en Irán: “Si suben las materias primas, tendremos que subir precios”","elespanol, elpais, google_news_es",3,3,0.629,47,"Juan Roig aboga por un IVA al 0% en alimentación ante el conflicto en Irán: “Si suben las materias primas, tendremos que subir precios” | Juan Roig aboga por un IVA al 0% en alimentación ante el conflicto en Irán: “Si suben las materias primas, tendremos que subir precios” - EL PAÍS | Juan Roig aboga por el 'IVA cero' en alimentación ante la guerra de Irán: ""Estaría encantado de que los gobiernos lo decretasen""",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,Así será el nuevo modelo de tienda que prepara Mercadona,"google_news_es, heraldo_aragon, levante_emv",3,5,0.63,47,Así será la tienda 9: el nuevo modelo de Mercadona | Juan Roig (Mercadona) anuncia un nuevo modelo de tienda y reestructuraciones en 2026: “La compra será más fácil y sencilla” - Infobae | Así será el modelo de tienda que prepara Mercadona | Así será el nuevo modelo de tienda de Mercadona | Así será el nuevo modelo de tienda que prepara Mercadona,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,"La dirección del PP, sobre la decisión de la justicia de impulsar el registro de objetores de aborto: “Ayuso acatará”","eldiario, elpais, google_news_es",3,3,0.63,47,"El PP insta a Ayuso a iniciar los trámites del registro de objetores al aborto como le pide la justicia | La dirección del PP, sobre la decisión de la justicia de impulsar el registro de objetores de aborto: “Ayuso acatará” | La dirección del PP, sobre la decisión de la justicia de impulsar el registro de objetores de aborto: “Ayuso acatará” - EL PAÍS",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 20:00:00,Al menos seis muertos y cinco heridos al incendiarse un autobús en Suiza,"20minutos, elpais, google_news_es",3,7,0.621,46,"Al menos seis muertos y cinco heridos al incendiarse un autobús en Suiza | Varios muertos y heridos al incendiarse un autobús en Suiza | Varios muertos y heridos al incendiarse un autobús en Suiza - EL PAÍS | Al menos seis muertos y cinco heridos al incendiarse un autobús en Suiza - EL PAÍS | Al menos seis muertos y cuatro heridos al incendiarse un autobús en Suiza: no se descarta ""un acto deliberado""",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 08:00:00,Von der Leyen subraya ahora el “compromiso inquebrantable” con el derecho internacional,"elmundo, elpais, lavanguardia",3,6,0.616,46,"Von der Leyen recula y afirma ahora el “compromiso inquebrantable” de la UE con el derecho internacional | Von der Leyen recula y defiende ahora el “compromiso inquebrantable” de la UE con el derecho internacional | Von der Leyen recula ante las críticas y defiende ahora el “compromiso inquebrantable” de la UE con el derecho internacional | Von der Leyen intenta rebajar la crispación en el seno de la UE y se acerca al Gobierno: ""Compromiso inquebrantable con el derecho internacional"" | Von der Leyen subraya ahora el “compromiso inquebrantable” con el derecho internacional",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 06:00:00,Repsol prevé invertir hasta 10.000 millones en tres años y repartirá 3.600 millones en dividendo,"elpais, europapress, google_news_es",3,3,0.621,46,Repsol prevé invertir hasta 10.000 millones en tres años y repartirá 3.600 millones en dividendo | Repsol prevé invertir hasta 10.000 millones en tres años y repartirá 3.600 millones en dividendo - Cinco Días | Repsol invertirá 10.000 millones hasta 2028 y repartirá 3.600 millones en dividendos en efectivo,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 14:00:00,Detenidos dos hombres por acosar y amenazar de muerte a Ione Belarra,"eldiario, elpais, infolibre",3,3,0.603,45,La Policía detiene a dos hombres por amenazar y acosar por Instagram a Ione Belarra | Detenidos dos hombres por acosar y amenazar a Ione Belarra por redes sociales | Detenidos dos hombres por acosar y amenazar de muerte a Ione Belarra,2026-03-12 07:02,2026-03-12 07:02
2026-03-09 20:00:00,"Trump asegura que la guerra contra Irán está ""prácticamente terminada""","bbc_mundo, europapress, expansion",3,3,0.602,45,"Trump asegura que la guerra de Irán está ""prácticamente concluida"" | Trump asegura que la guerra de Irán está ""prácticamente terminada"" y el petróleo baja a 90 dólares | Trump asegura que la guerra contra Irán está ""prácticamente terminada""",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 00:00:00,"Irán responde a Trump y avisa: ""Nuestros misiles son ahora más potentes que al inicio de la guerra"" - El HuffPost","google_news_es, huffington_es, okdiario",3,3,0.6,45,"Irán responde a Trump y avisa: &quot;Nuestros misiles son ahora más potentes que al inicio de la guerra&quot; | Irán responde a Trump y avisa: ""Nuestros misiles son ahora más potentes que al inicio de la guerra"" - El HuffPost | Irán responde a Trump: «Estamos dispuestos a expandir la guerra, nuestros misiles son ahora más potentes»",2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,Santaolalla abandona 'En boca de todos' con un ataque de ansiedad ante las críticas de Antonio Naranjo,"20minutos, huffington_es, levante_emv",3,5,0.587,44,Santaolalla abandona 'En boca de todos' con un ataque de ansiedad ante las críticas de Antonio Naranjo | Santaolalla abandona 'En boca de todos' con un ataque de ansiedad ante las críticas | Santaolalla abandona 'En boca de todos' con un ataque de ansiedad tras las críticas de Antonio Naranjo e indignada con Nacho Abad | Sarah Santaolalla abandona el plató de &#039;En boca de todos&#039; tras una discusión con Antonio Naranjo | Sarah Santaolalla abandona ‘En boca de todos’ entre lágrimas tras un tenso enfrentamiento con Antonio Naranjo y acusar a Nacho Abad de cómplice,2026-03-12 07:02,2026-03-12 07:02
2026-03-10 12:00:00,El Barça recibe la licencia para ampliar el aforo del Spotify Camp Nou a 62.000 espectadores,"20minutos, elpais, lavanguardia",3,5,0.589,44,El Ayuntamiento de Barcelona concede al Barça la licencia para ampliar el aforo del Camp Nou a 62.000 espectadores | Barcelona concede al Barça la licencia para ampliar el aforo del Camp Nou para 62.000 espectadores | El Camp Nou obtiene la licencia para albergar partidos con 62.000 espectadores | El Barça recibe la licencia para ampliar el aforo del Spotify Camp Nou a 62.000 espectadores | El Ayuntamiento permite ampliar el aforo del Spotify Camp Nou a 62.652 espectadores,2026-03-12 07:02,2026-03-12 07:02
2026-03-11 06:00:00,Tres mujeres mueren en Miranda de Ebro en un incendio provocado en un caso de violencia machista,"20minutos, eldiario, infolibre, lavanguardia",4,8,0.431,43,"Tres mujeres muertas en un incendio en Miranda de Ebro (Burgos) por un presunto caso de violencia machista | Un detenido por el incendio que ha dejado tres mujeres muertas en Miranda de Ebro en un nuevo caso de violencia de género | Investigan como violencia machista el incendio con tres mujeres muertas en Miranda tras entregarse el presunto autor | Interior confirma como violencia machista el asesinato de tres mujeres en un incendio en Miranda de Ebro | Un hombre mata a tres mujeres tras provocar un incendio en Miranda de Ebro, en un nuevo caso violencia machista",2026-03-12 07:02,2026-03-12 07:02
2026-03-09 10:00:00,"Laporta atiza a Xavi en el debate contra Font: “Con los mismos jugadores, Xavi perdía y Flick gana”","elespanol, lavanguardia, okdiario",3,3,0.576,43,"Laporta atiza a Xavi en el debate contra Font: “Con los mismos jugadores, Xavi perdía y Flick gana” | Laporta responde a Xavi: «Me ha dolido, pero con los mismos jugadores él perdía y Flick gana» | Laporta se enzarza con Víctor Font en el debate electoral y atiza a Xavi: ""Flick gana con los jugadores con los que él perdía""",2026-03-12 07:02,2026-03-12 07:02
2026-03-11 06:00:00,"Adebayo anota 83 puntos y firma la segunda mejor marca anotadora de la NBA, superando a Kobe Bryant","20minutos, elespanol, levante_emv",3,4,0.584,43,"Adebayo anota 83 puntos y firma la segunda mejor marca anotadora de la NBA, superando a Kobe Bryant | Adebayo firma la segunda mejor marca anotadora en un partido de la NBA con 83 puntos, superando a Kobe Bryant | Bam Adebayo anota 83 puntos en la NBA y supera a Kobe Bryant con la segunda mejor marca de la historia | Histórico Adebayo: mete 83 puntos, supera a Kobe Bryant y firma la segunda mejor actuación en la NBA",2026-03-12 07:02,2026-03-12 07:02
