window,representative,sources,n_sources,n_titles,avg_similarity,coord_score,all_titles,detected_at,cycle
2026-03-07 12:00:00,"Juan Carlos I cancela su viaje a Sanxenxo y permanecerá en Abu Dhabi, donde ""se encuentra bien""","elcorreo, eldiario, elmundo, google_news_es",4,4,0.523,52,"Juan Carlos I cancela su viaje a Sanxenxo y permanecerá en Abu Dhabi, donde ""se encuentra bien"" | Juan Carlos I cancela su viaje a Sanxenxo y decide permanecer en Abu Dhabi | Juan Carlos I cancela su viaje a Sanxenxo y decide permanecer en Abu Dhabi - elDiario.es | Juan Carlos I permanecerá en Abu Dhabi, donde «se encuentra bien» acompañado de Froilán",2026-03-07 20:01,2026-03-07 20:01
2026-03-07 10:00:00,Comprobar Lotería Nacional: resultados del sábado 7 de marzo de 2026,"20minutos, lavanguardia, okdiario",3,3,0.443,33,"Comprobar Lotería Nacional: resultados del sábado 7 de marzo de 2026 | Comprobar Lotería Nacional: resultado y número premiado hoy, sábado 7 de marzo de 2026 | Lotería Nacional, hoy | Comprobar resultados del sorteo del sábado 7 de marzo en directo",2026-03-07 22:31,2026-03-07 22:31
2026-03-07 22:00:00,"Trump rechaza el apoyo de Reino Unido en Irán: ""No lo necesitamos ahora que ya hemos ganado la guerra""","20minutos, google_news_es, heraldo_aragon",3,3,0.77,57,"Trump rechaza el apoyo de Reino Unido en Irán: &quot;Ahora que ya hemos ganado&quot; | Trump rechaza el apoyo de Reino Unido en Irán: ""No lo necesitamos ahora que ya hemos ganado la guerra"" | Trump rechaza el apoyo de Reino Unido en Irán: ""No lo necesitamos ahora que ya hemos ganado la guerra"" - 20Minutos",2026-03-09 00:01,2026-03-09 00:01
2026-03-08 22:00:00,El barril de petróleo ya supera los 100 dólares,"elpais, lavanguardia, okdiario",3,3,0.446,33,El barril de petróleo ya supera los 100 dólares | El petróleo sigue disparándose por la guerra de Irán y ya supera los 100 dólares por barril | El barril de petróleo supera los 100 dólares por barril tras los recortes de producción de varios países del Golfo,2026-03-09 03:31,2026-03-09 03:31
2026-03-06 14:00:00,Procesado el exjefe de la UDEF que tenía 20 millones en su casa fruto del narcotráfico,"elconfidencial, elmundo_espana, lavanguardia",3,3,0.44,32,Procesado el exjefe de la UDEF que tenía 20 millones en su casa fruto del narcotráfico | La Audiencia Nacional procesa al exjefe de la UDEF que tenía 20 M emparedados en su casa | Procesado el exjefe de la UDEF al que hallaron 20 millones de euros emparedados en su casa,2026-03-09 06:01,2026-03-09 06:01
2026-03-06 06:00:00,Vox expulsa definitivamente a Ortega Smith y abre expediente a Antelo,"elconfidencial, eldiario, elmundo_espana, elpais, google_news_politica, infolibre",6,6,0.519,77,Vox expulsa definitivamente a Ortega Smith y abre expediente a Antelo | Vox expulsa definitivamente a Ortega Smith - El Plural | Vox expulsa definitivamente a Javier Ortega Smith del partido | Vox expulsa definitivamente a Ortega Smith del partido y suspende de militancia a Antelo | Vox expulsa del partido a Ortega Smith y abre expediente a Antelo,2026-03-09 06:31,2026-03-09 06:31
2026-03-06 06:00:00,Vox expulsa definitivamente a Ortega Smith - El Plural,"eldiario, elpais, google_news_politica, infolibre",4,4,0.542,54,Vox expulsa definitivamente a Ortega Smith y abre expediente a Antelo | Vox expulsa definitivamente a Ortega Smith - El Plural | Vox expulsa definitivamente a Javier Ortega Smith del partido | Vox expulsa definitivamente a Ortega Smith del partido y suspende de militancia a Antelo,2026-03-09 07:01,2026-03-09 07:01
2026-03-07 18:00:00,Evacuada la embajada de España en Irán,"elmundo, heraldo_aragon, lavanguardia, levante_emv",4,4,0.58,57,"Evacuada  ""con éxito""  la Embajada de España en Irán | Evacuada con &quot;éxito&quot; la embajada de España en Irán | Evacuada la embajada de España en Teherán | Evacuada la embajada de España en Irán",2026-03-09 07:31,2026-03-09 07:31
2026-03-09 08:00:00,El PP propone bajar la deducción por hijo en el IRPF y el 10% del IVA de la energía,"elcorreo, elmundo, expansion",3,3,0.582,43,El PP propone bajar al 10% el IVA de la energía mientras dure la guerra y un alivio fiscal de 200 euros en el IRPF | El PP propone bajar la deducción por hijo en el IRPF y el 10% del IVA de la energía | El PP propone doblar la deducción por hijo en IRPF y bajar al 10% el IVA de la energía,2026-03-09 10:31,2026-03-09 10:31
2026-03-09 08:00:00,"El exsecretario general de NNGG del PP admite que avisó a Vox de su dimisión y que ""quizás"" fiche por ese partido","europapress, google_news_politica, huffington_es, lavanguardia",4,4,0.564,56,"El ex secretario general de Nuevas Generaciones admite que avisó a Vox de su dimisión y que “quizás” fiche por ese partido | El exsecretario general de NNGG del PP admite que avisó a Vox de su dimisión y que &quot;quizás&quot; fiche por ese partido | El exlíder de Nuevas Generaciones del PP admite que avisó a Vox de su dimisión - The Objective | El exsecretario general de NNGG del PP admite que avisó a Vox de su dimisión y que ""quizás"" fiche por ese partido",2026-03-09 11:01,2026-03-09 11:01
2026-03-08 12:00:00,Ana Redondo: «La igualdad es mucho más erótica que la imposición machista»,"20minutos, elcorreo, google_news_es",3,4,0.636,47,"""La igualdad es mucho más erótica que la imposición machista"" - El Día de Valladolid | La ministra Redondo, en la manifestación del 8M en Valladolid: ""Mola más, es más erótica la igualdad que la imposición machista"" | Ana Redondo: «La igualdad es mucho más erótica que la imposición machista» | Ana Redondo: «La igualdad es mucho más erótica que la imposición machista» - Hoy",2026-03-09 11:31,2026-03-09 11:31
2026-03-06 12:00:00,La Delegación del Gobierno en Madrid multa al agitador ultra Vito Quiles por desobedecer a la Policía,"20minutos, heraldo_aragon, infolibre",3,3,0.528,39,"La Delegación del Gobierno en Madrid multa a Vito Quiles por desobedecer a la Policía tras ""intentar boicotear"" una protesta feminista | La Delegación del Gobierno en Madrid multa al agitador ultra Vito Quiles por desobedecer a la Policía | La Delegación del Gobierno en Madrid multa con más de 10.000 euros a Vito Quiles",2026-03-09 12:01,2026-03-09 12:01
2026-03-09 10:00:00,Un juzgado admite la segunda denuncia contra Íñigo Errejón por agresión sexual,"elconfidencial, elespanol, elpais, huffington_es, levante_emv",5,5,0.71,88,Un juzgado admite a trámite la segunda denuncia contra Íñigo Errejón por agresión sexual | Un juzgado admite la segunda denuncia contra Íñigo Errejón por agresión sexual | Un juzgado admite la segunda denuncia contra Errejón por presunta agresión sexual | Un juzgado de Madrid admite la segunda denuncia presentada contra Errejón por agresión sexual | Un juzgado admite la segunda denuncia contra Íñigo Errejón por presunta agresión sexual,2026-03-09 12:31,2026-03-09 12:31
2026-03-09 10:00:00,Ortega Smith denuncia a la ejecutiva de Vox ante la Agencia de Protección de Datos por filtrar su expediente,"eldiario, elmundo, levante_emv",3,3,0.578,43,"Ortega Smith denuncia ante Protección de Datos a la Ejecutiva de Vox y su Comité de Garantías por ""filtrar"" su expulsión | Ortega Smith denuncia ante la Agencia de Protección de Datos la ""filtración"" de su expulsión y carga contra Abascal y la cúpula de Vox | Ortega Smith denuncia a la ejecutiva de Vox ante la Agencia de Protección de Datos por filtrar su expediente",2026-03-09 12:31,2026-03-09 12:31
2026-03-06 14:00:00,"Trump asegura que el Gobierno de Cuba ""va a caer muy pronto""","eldiario, heraldo_aragon, infolibre",3,3,0.626,46,"Trump asegura que el Gobierno de Cuba ""va a caer muy pronto"" | Donald Trump asegura que el Gobierno de Cuba &quot;va a caer muy pronto&quot; | Trump afirma que Cuba ""va a caer muy pronto""",2026-03-09 14:31,2026-03-09 14:31
2026-03-09 10:00:00,Ataque antisemita en Bélgica: investigan una explosión ante una sinagoga en Lieja,"france24_es, levante_emv, okdiario",3,3,0.482,36,"Ataque antisemita en Bélgica: investigan una explosión ante una sinagoga en Lieja | Investigan una explosión en Bélgica que las autoridades condenan como ataque antisemita | Bélgica investiga como ""acto antisemita"" la explosión frente a una sinagoga en Lieja",2026-03-09 15:31,2026-03-09 15:31
2026-03-06 16:00:00,La Audiencia Nacional rechaza una denuncia contra Puente por el accidente de Adamuz,"elconfidencial, elpais, heraldo_aragon, lavanguardia",4,4,0.672,67,La Audiencia Nacional rechaza la denuncia contra Óscar Puente por el siniestro de Adamuz | La Audiencia Nacional archiva una denuncia contra Puente por el accidente de Adamuz | La Audiencia Nacional rechaza una denuncia contra Óscar Puente por el accidente ferroviario de Adamuz | La Audiencia Nacional rechaza una denuncia contra Puente por el accidente de Adamuz,2026-03-09 16:01,2026-03-09 16:01
2026-03-06 16:00:00,El Gobierno de Trump dice que no puede devolver el dinero de los aranceles,"elespanol, google_news_es, infolibre",3,3,0.663,49,El Gobierno de Trump dice que no puede devolver el dinero de los aranceles | El Gobierno de Trump dice que no puede devolver aún el dinero de los aranceles: unos 166.000 millones de dólares | El Gobierno de Trump dice que no puede devolver el dinero de los aranceles - EFE - Agencia de noticias,2026-03-09 16:31,2026-03-09 16:31
2026-03-06 16:00:00,Dada de alta la última menor ingresada tras el accidente ferroviario de Adamuz,"20minutos, elmundo_espana, okdiario",3,3,0.645,48,Recibe el alta 47 días después la última menor ingresada por el accidente ferroviario de Adamuz | Dada de alta la última menor ingresada tras el accidente ferroviario de Adamuz | Dada de alta la última menor que permanecía ingresada tras el accidente ferroviario de Adamuz,2026-03-09 16:31,2026-03-09 16:31
2026-03-08 20:00:00,Sorteo de El Gordo de la Primitiva del domingo 8 de marzo de 2026,"elcorreo, levante_emv, okdiario",3,4,0.366,27,"Sorteo de El Gordo de la Primitiva del domingo 8 de marzo de 2026 | Comprobar El Gordo de la Primitiva hoy: resultado y números premiados del sorteo hoy, domingo 8 de marzo de 2026 | Sorteo Bonoloto del domingo 8 de marzo de 2026 | El Gordo de la Primitiva del domingo: comprobar resultados del 8 de marzo",2026-03-09 16:31,2026-03-09 16:31
2026-03-06 16:00:00,El Gobierno de Trump reconoce que no puede devolver los 166.000 millones de los aranceles,"20minutos, elespanol, google_news_es",3,3,0.633,47,El Gobierno de Trump dice que no puede devolver aún el dinero de los aranceles: unos 166.000 millones de dólares | El Gobierno de Trump reconoce que no puede devolver los 166.000 millones de los aranceles | El Gobierno de Trump reconoce que no puede devolver los 166.000 millones de los aranceles - 20Minutos,2026-03-09 17:01,2026-03-09 17:01
2026-03-09 10:00:00,Un juzgado admite la segunda denuncia contra Íñigo Errejón por presunta agresión sexual,"20minutos, elconfidencial, elcorreo, elespanol, europapress, huffington_es, levante_emv",7,7,0.681,100,"Un juzgado admite a trámite la segunda denuncia contra Errejón, esta por presunta violación | Un juzgado de Madrid admite a trámite la segunda denuncia contra Errejón por una presunta agresión sexual a una mujer | Un juzgado admite la segunda denuncia contra Íñígo Errejón por otra presunta agresión sexual | Un juzgado admite a trámite la segunda denuncia contra Íñigo Errejón por agresión sexual | Un juzgado admite la segunda denuncia contra Íñigo Errejón por agresión sexual",2026-03-09 17:31,2026-03-09 17:31
2026-03-06 18:00:00,"LaLiga: Celta - Real Madrid, en directo","elespanol, elpais, levante_emv",3,3,0.434,32,"LaLiga: Celta - Real Madrid, en directo | Celta - Real Madrid, en directo La Liga: resultado, goleadores y estadísticas en vivo | Celta - Real Madrid en directo | El Madrid busca ponerse por delante tras el descanso",2026-03-09 17:31,2026-03-09 17:31
2026-03-06 18:00:00,El PSOE expulsa al alcalde de Almussafes (Valencia) que fue denunciado por acoso sexual,"huffington_es, infolibre, lavanguardia",3,3,0.703,52,"El PSOE expulsa al alcalde de Almussafes (Valencia) que fue denunciado por acoso sexual | El PSOE expulsa al alcalde de Almussafes acusado de acoso sexual en vísperas del 8M | El PSOE expulsa al alcalde de Almussafes (Valencia), denunciado por acoso sexual",2026-03-09 18:01,2026-03-09 18:01
2026-03-06 18:00:00,Igualdad multa a Vodafone con 25.000 euros por el fallo de las pulseras antimaltrato en noviembre,"elpais, infolibre, lavanguardia",3,3,0.59,44,Igualdad sanciona a Vodafone con 25.000 euros por el fallo de las pulseras en noviembre | Igualdad multa a Vodafone con 25.000 euros por el fallo temporal de las pulseras antimaltratadores ocurrido en noviembre | Igualdad multa a Vodafone con 25.000 euros por el fallo de las pulseras antimaltrato en noviembre,2026-03-09 18:01,2026-03-09 18:01
2026-03-09 12:00:00,Sánchez anuncia las becas 'Medrano': 900 euros al mes para estudiar un curso en otra universidad de España - El HuffPost,"20minutos, google_news_politica, huffington_es",3,3,0.63,47,Sánchez anuncia becas de 900 euros al mes para los universitarios que quieran estudiar en otra provincia | Sánchez anuncia las becas &#039;Medrano&#039;: 900 euros al mes para estudiar un curso en otra universidad de España | Sánchez anuncia las becas 'Medrano': 900 euros al mes para estudiar un curso en otra universidad de España - El HuffPost,2026-03-09 19:31,2026-03-09 19:31
2026-03-09 12:00:00,La OTAN derriba un segundo misil iraní sobre el espacio aéreo de Turquía,"google_news_es, lavanguardia, levante_emv, okdiario",4,4,0.566,56,La OTAN derriba un segundo misil iraní sobre el espacio aéreo de Turquía | La OTAN derriba un segundo misil iraní dirigido a Turquía | La OTAN intercepta un nuevo misil iraní en el espacio aéreo de Turquía | La OTAN derriba un misil iraní sobre Turquía - La Vanguardia,2026-03-09 20:31,2026-03-09 20:31
2026-03-09 12:00:00,Sin un final de película: las monjas rebeldes de Belorado abandonan el convento antes del desahucio,"elcorreo, eldiario, elpais, google_news_es, heraldo_aragon",5,5,0.496,61,Las exmonjas de Belorado abandonan el convento antes del desahucio | Sin un final de película: las monjas rebeldes de Belorado abandonan el convento antes del desahucio | Sin un final de película: las monjas rebeldes de Belorado abandonan el convento antes del desahucio - EL PAÍS | Las exmonjas de Belorado empiezan a abandonar el convento ante su inminente desahucio | Las monjas cismáticas de Belorado abandonan el convento burgalés,2026-03-10 01:01,2026-03-10 01:01
2026-03-09 18:00:00,Mojtaba Jamenei es designado nuevo líder supremo de Irán - DW.com,"france24_es, google_news_es, okdiario",3,3,0.516,38,"Mojtaba Jamenei es designado nuevo líder supremo de Irán - DW.com | Mojtaba Jamenei, el nuevo líder de Irán blanco de EE. UU. e Israel | La televisión estatal iraní habla de Mojtaba Jamenei, nuevo líder supremo, como «herido por el enemigo»",2026-03-10 03:01,2026-03-10 03:01
2026-03-09 12:00:00,La Justicia ordena a Ayuso iniciar ya la creación del registro de objetores del aborto,"elconfidencial, eldiario, elespanol, elpais, huffington_es, infolibre",6,7,0.605,90,La justicia ordena a la Comunidad de Madrid la creación del registro de objetores del aborto | La Justicia ordena a Madrid iniciar ya la creación del registro de objetores del aborto | El Tribunal Superior de Justicia de Madrid ordena al Gobierno de Ayuso iniciar la creación del registro de objetores del aborto | La Justicia ordena a Ayuso iniciar ya la creación del registro de objetores del aborto | La Justicia ordena a Ayuso crear ya el registro de objetores del aborto,2026-03-10 04:01,2026-03-10 04:01
2026-03-09 10:00:00,Alcaraz - Rinderknech: horario y dónde ver el partido de tercera ronda de Indian Wells por TV,"eldiario, heraldo_aragon, okdiario",3,3,0.606,45,"Alcaraz - Rinderknech: horario y dónde ver el partido de tercera ronda de Indian Wells por TV | Horario y dónde ver gratis en TV la Feria de Castellón: de Roca Rey a Talavante | Horario Carlos Alcaraz – Rinderknech: cuándo es, hora y dónde ver por TV en directo el partido de Indian Wells 2026",2026-03-10 05:01,2026-03-10 05:01
2026-03-09 10:00:00,Los Reyes celebran el oro de Audrey Pascual en los Juegos Paralímpicos de Invierno - Servimedia,"elpais, google_news_es, huffington_es",3,3,0.584,43,"Audrey Pascual gana el primer oro paralímpico español en Juegos de Invierno desde Sochi 2014 | Audrey Pascual, oro en el supergigante de lo Juegos Paralímpicos de Milán-Cortina | Los Reyes celebran el oro de Audrey Pascual en los Juegos Paralímpicos de Invierno - Servimedia",2026-03-10 05:01,2026-03-10 05:01
2026-03-09 10:00:00,"Von der Leyen cree que la UE ""ya no puede confiar"" en un sistema basado en reglas y cuestiona si es ""un obstáculo""","elespanol, europapress, okdiario",3,3,0.573,42,"Von der Leyen pide «no derramar una lágrima por Irán» y dice que la UE «ya no puede confiar» en las normas | Von der Leyen dice que la UE ya no puede confiar en un orden mundial basado en reglas y debe proyectar su propio poder | Von der Leyen cree que la UE ""ya no puede confiar"" en un sistema basado en reglas y cuestiona si es ""un obstáculo""",2026-03-10 05:01,2026-03-10 05:01
2026-03-09 16:00:00,"La Fiscalía se opone a imputar a Carlos Mazón ""en este momento"" al no ver indicios suficientes","20minutos, elpais, infolibre",3,4,0.506,37,"La Fiscalía se opone a imputar a Carlos Mazón ""en este momento"" al no ver indicios suficientes | La Fiscalía se opone a imputar a Mazón al no ver indicios y pide devolver la causa a la jueza de Catarroja | La Fiscalía dice que en este momento no hay indicios suficientes para imputar a Mazón | La Fiscalía se opone a imputar a Mazón por la gestión de la dana al no ver de momento indicios suficientes",2026-03-10 05:01,2026-03-10 05:01
2026-03-09 18:00:00,"Mojtaba Jamenei, el nuevo líder de Irán blanco de EE. UU. e Israel","elpais, france24_es, okdiario",3,3,0.367,27,"Mojtaba Jamenei, el nuevo líder de Irán blanco de EE. UU. e Israel | Última hora del ataque de EE UU e Israel contra Irán, en directo | Trump considera un “gran error” la elección de Mojtaba Jameneí como nuevo líder en Irán | La televisión estatal iraní habla de Mojtaba Jamenei, nuevo líder supremo, como «herido por el enemigo»",2026-03-10 05:01,2026-03-10 05:01
2026-03-09 12:00:00,Audrey Pascual conquista el supergigante y reafirma su liderazgo - Revista Perfiles,"google_news_es, levante_emv, okdiario",3,3,0.329,24,Audrey Pascual conquista el supergigante y reafirma su liderazgo - Revista Perfiles | SAV consolida su liderazgo femenino | Ayuso felicita a Audrey Pascual tras ganar el oro en supergigante: «Enhorabuena por su segunda medalla»,2026-03-10 05:31,2026-03-10 05:31
2026-03-09 12:00:00,La OTAN intercepta un nuevo misil iraní en el espacio aéreo de Turquía,"20minutos, elcorreo, lavanguardia, levante_emv",4,5,0.571,57,"Las defensas de la OTAN interceptan otro misil iraní en el espacio aéreo de Turquía | Trump dice que la guerra está ""prácticamente acabada"" en un día en el que la OTAN bloquea otro misil iraní en el espacio aéreo de Turquía | La OTAN derriba un segundo misil iraní sobre el espacio aéreo de Turquía | La OTAN intercepta un nuevo misil iraní en el espacio aéreo de Turquía | Última hora de la Guerra en Oriente Medio: Las defensas de la OTAN interceptan otro misil balístico iraní en el espacio aéreo de Turquía",2026-03-10 06:01,2026-03-10 06:01
2026-03-09 16:00:00,La Fiscalía se opone a imputar a Mazón al no ver indicios y pide devolver la causa a la jueza de Catarroja,"20minutos, elpais, europapress",3,3,0.493,36,Fiscalía pide al TSJCV que devuelva la causa a la jueza de la dana al no ver indicios suficientes contra Mazón | La Fiscalía se opone a imputar a Mazón al no ver indicios y pide devolver la causa a la jueza de Catarroja | La Fiscalía se opone a imputar a Mazón por la gestión de la dana al no ver de momento indicios suficientes,2026-03-10 06:01,2026-03-10 06:01
2026-03-09 16:00:00,"Donald Trump pide asilo para las futbolistas de Irán que no cantaron el himno de su país: ""Seguramente serán asesinadas""","20minutos, elespanol, huffington_es",3,3,0.462,34,"Donald Trump pide asilo para las futbolistas de Irán que no cantaron el himno de su país: ""Seguramente serán asesinadas"" | Trump pide asilo para las futbolistas iraníes que no quisieron cantar el himno de su país y son consideradas ""traidoras"" | Trump reclama a Australia que dé asilo a las jugadoras de fútbol iraníes que no cantaron el himno de su país",2026-03-10 06:01,2026-03-10 06:01
2026-03-09 12:00:00,Sánchez anuncia becas de 900 euros al mes para los universitarios que quieran estudiar en otra provincia,"20minutos, google_news_politica, huffington_es",3,4,0.615,46,Sánchez anuncia becas de 900 euros al mes para los universitarios que quieran estudiar en otra provincia | Sánchez anuncia becas de 900 euros al mes para universitarios que quieran estudiar en otra provincia española | Sánchez anuncia las becas &#039;Medrano&#039;: 900 euros al mes para estudiar un curso en otra universidad de España | Sánchez anuncia las becas 'Medrano': 900 euros al mes para estudiar un curso en otra universidad de España - El HuffPost,2026-03-10 08:01,2026-03-10 08:01
2026-03-07 08:00:00,La Policía Nacional detiene en Madrid a dos expertos en artes marciales por su vinculación con el terrorismo yihadista,"elespanol, elmundo, levante_emv",3,3,0.502,37,La Policía Nacional detiene en Madrid a dos expertos en artes marciales por su vinculación con el terrorismo yihadista | Detenidos en Madrid dos expertos en artes marciales por difundir propaganda yihadista | La Policía Nacional detiene en Madrid a dos expertos en MMA por su vinculación con el terrorismo yihadista,2026-03-10 09:31,2026-03-10 09:31
2026-03-07 10:00:00,La Policía detiene en Madrid a dos expertos en artes marciales por su vinculación con el terrorismo yihadista,"elcorreo, heraldo_aragon, huffington_es",3,3,0.482,36,La Policía detiene en Madrid a dos expertos en artes marciales por su vinculación con el terrorismo yihadista | Detenidos en Madrid dos expertos en artes marciales mixtas vinculados al terrorismo yihadista | La Policía Nacional detiene en Madrid a dos luchadores de MMA por su vinculación con el terrorismo yihadista,2026-03-10 09:31,2026-03-10 09:31
2026-03-07 10:00:00,"Sánchez carga contra Feijóo y Abascal: ""Es muy fácil ser belicoso a costa del bolsillo de los demás"" - La Razón","elconfidencial, elmundo, google_news_es",3,3,0.421,31,"Sánchez carga contra Feijóo y Abascal: ""Es muy fácil ser belicoso a costa del bolsillo de los demás"" - La Razón | Sánchez sigue surfeando la ola del 'no a la guerra' contra Feijóo y Abascal: ""Es fácil ser belicoso con el dinero de los demás"" | Sánchez lleva su 'no a la guerra"" a la campaña de Castilla y León para arremeter contra el PP y Vox: ""Es muy fácil ser belicoso a costa del bolsillo de los demás""",2026-03-10 09:31,2026-03-10 09:31
2026-03-07 10:00:00,La Guardia Civil detiene a una mujer por apuñalar y matar a un hombre en Córdoba,"20minutos, elmundo, levante_emv",3,3,0.517,38,La Guardia Civil detiene a una mujer por apuñalar y matar a un hombre en Córdoba | La Guardia Civil investiga la muerte violenta de un hombre en Córdoba y detiene a una mujer | La Guardia Civil detiene a una mujer por apuñalar mortalmente a un hombre de 41 años en Montemayor (Córdoba),2026-03-10 10:01,2026-03-10 10:01
2026-03-09 12:00:00,La justicia ordena a la Comunidad de Madrid la creación del registro de objetores del aborto,"elconfidencial, eldiario, elespanol, elpais, google_news_es, huffington_es, infolibre",7,8,0.609,100,"La justicia ordena a la Comunidad de Madrid la creación del registro de objetores del aborto | La Justicia ordena a Madrid iniciar ya la creación del registro de objetores del aborto | La Justicia ordena a la Comunidad de Madrid iniciar ""de inmediato"" la creación del registro de objetores del aborto - RTVE.es | El Tribunal Superior de Justicia de Madrid ordena al Gobierno de Ayuso iniciar la creación del registro de objetores del aborto | La Justicia ordena a Ayuso iniciar ya la creación del registro de objetores del aborto",2026-03-10 11:31,2026-03-10 11:31
2026-03-09 12:00:00,Macron anuncia una misión «defensiva» para reabrir el estrecho de Ormuz,"20minutos, elcorreo, google_news_es",3,4,0.591,44,"Macron anuncia una misión «defensiva» para reabrir el estrecho de Ormuz | Macron: ""Está en marcha una misión defensiva para abrir progresivamente el estrecho de Ormuz"" - EFE - Agencia de noticias | Macron anuncia una operación ""puramente"" defensiva para reabrir el Estrecho de Ormuz | Macron anuncia una misión ""puramente defensiva"" para reabrir el Estrecho de Ormuz",2026-03-10 11:31,2026-03-10 11:31
2026-03-10 04:00:00,El día que la erección desaparece: ¿cuáles son las soluciones farmacológicas del siglo XXI?,"20minutos, elpais, okdiario",3,3,0.494,37,"El día que la erección desaparece: ¿cuáles son las soluciones farmacológicas del siglo XXI? | Lea Ypi, escritora: “Los dos grandes problemas del siglo XXI son el capitalismo y el estado-nación” | Las guerras del siglo XXI",2026-03-10 11:31,2026-03-10 11:31
2026-03-07 12:00:00,"Lotería Nacional, en directo: comprobar resultados del sorteo de hoy sábado 7 de marzo","elcorreo, elpais, lavanguardia",3,3,0.493,36,"Lotería Nacional, en directo: comprobar resultados del sorteo de hoy sábado 7 de marzo | Lotería Nacional: comprobar sorteo del sábado 7 de marzo | La Lotería Nacional del sábado: comprobar resultados del 7 de marzo",2026-03-10 11:31,2026-03-10 11:31
2026-03-10 08:00:00,Costa discrepa de Von der Leyen sobre el ataque a Irán: “La UE debe defender el orden internacional basado en normas”,"eldiario, elpais, google_news_es, lavanguardia",4,4,0.536,53,"Costa discrepa de Von der Leyen sobre el ataque a Irán: “La UE debe defender el orden internacional basado en normas” | Costa defiende un orden internacional basado en normas frente al giro de Von der Leyen | Costa discrepa de Von der Leyen: “La UE debe defender el orden internacional basado en normas” - EL PAÍS | Costa rechaza el paso en falso de Von der Leyen: ""El unilateralismo no puede ser el camino y la UE debe defender el orden internacional""",2026-03-10 12:01,2026-03-10 12:01
2026-03-07 12:00:00,Juan Carlos I cancela su viaje a Sanxenxo y decide permanecer en Abu Dhabi,"elcorreo, eldiario, elmundo, google_news_es",4,4,0.527,52,"Juan Carlos I cancela su viaje a Sanxenxo y permanecerá en Abu Dhabi, donde ""se encuentra bien"" | Juan Carlos I cancela su viaje a Sanxenxo y decide permanecer en Abu Dhabi | Juan Carlos I cancela su viaje a Sanxenxo y decide permanecer en Abu Dhabi - elDiario.es | Juan Carlos I permanecerá en Abu Dhabi, donde «se encuentra bien» acompañado de Froilán",2026-03-10 13:02,2026-03-10 13:02
2026-03-10 10:00:00,Mercadona gana 1.729 millones de euros con una facturación que alcanza los 41.900 millones,"europapress, lavanguardia, levante_emv",3,3,0.559,41,Mercadona aumenta sus beneficios en 2025 hasta los 1.729 millones de euros y logra unas ventas de 41.900 millones | Mercadona gana 1.729 millones de euros con una facturación que alcanza los 41.900 millones | Mercadona logra unos históricos 41.900 millones de euros de facturación en 2025,2026-03-10 13:31,2026-03-10 13:31
2026-03-09 08:00:00,Ola de ventas en las Bolsas con el crudo por las nubes: el Ibex pierde los 17.000 puntos,"20minutos, elpais, europapress",3,3,0.506,37,Ola de ventas en las Bolsas con el crudo por las nubes: el Ibex pierde los 17.000 puntos | Las bolsas europeas moderan la ola de ventas: el Ibex 35 pierde los 17.000 puntos con el petróleo disparado | El Ibex 35 se hunde más de un 3% en la apertura y pierde los 17.000 puntos con el crudo y el gas disparados,2026-03-10 13:31,2026-03-10 13:31
2026-03-10 10:00:00,El Consejo de Ministros aprueba el real decreto que refuerza la universalidad en el acceso a la asistencia sanitaria pública - Ministerio de Sanidad,"elmundo_espana, google_news_es, huffington_es",3,3,0.49,36,El Consejo de Ministros aprueba el real decreto que refuerza la universalidad en el acceso a la asistencia sanitaria pública - Ministerio de Sanidad | Vídeo en directo: el Consejo de Ministros aprueba la sanidad pública gratuita para los inmigrantes irregulares | El Consejo de Ministros aprueba el real decreto que garantiza la atención sanitaria a migrantes irregulares,2026-03-10 13:31,2026-03-10 13:31
2026-03-10 10:00:00,La UCO implica a dos ex altos cargos con las obras de Rubiales en La Cartuja,"20minutos, elcorreo, heraldo_aragon",3,3,0.481,36,La UCO implica a dos ex altos cargos con las obras de Rubiales en La Cartuja | La UCO implica a dos exaltos cargos de la Junta en el amaño de contratos de Luis Rubiales para las obras de La Cartuja | La UCO implica a un ex alto cargo de la Junta de Andalucía en los presuntos amaños de Rubiales en La Cartuja,2026-03-10 14:01,2026-03-10 14:01
2026-03-10 10:00:00,La UCO implica a dos exaltos cargos de la Junta en el amaño de contratos de Luis Rubiales para las obras de La Cartuja,"20minutos, elcorreo, heraldo_aragon",3,3,0.514,38,La UCO implica a dos ex altos cargos con las obras de Rubiales en La Cartuja | La UCO implica a dos exaltos cargos de la Junta en el amaño de contratos de Luis Rubiales para las obras de La Cartuja | La UCO implica a un ex alto cargo de la Junta de Andalucía en los presuntos amaños de Rubiales en La Cartuja,2026-03-10 14:32,2026-03-10 14:32
