source,agenda_score,follower_score,times_first,times_follower,topics_total,news_count,role,last_update,cycle
google_news_politica,50.0,50.0,9,9,18,74,Marcador de agenda,2026-03-08 02:01,2026-03-08 02:01
france24_es,50.0,50.0,6,6,12,91,Marcador de agenda,2026-03-08 02:01,2026-03-08 02:01
newtral,50.0,50.0,2,2,4,13,Marcador de agenda,2026-03-08 02:01,2026-03-08 02:01
europapress,50.0,50.0,5,5,10,30,Marcador de agenda,2026-03-08 02:01,2026-03-08 02:01
okdiario,45.7,54.3,21,25,46,308,Marcador de agenda,2026-03-08 02:01,2026-03-08 02:01
lavanguardia,44.9,55.1,31,38,69,383,Marcador de agenda,2026-03-08 02:01,2026-03-08 02:01
huffington_es,44.0,56.0,11,14,25,116,Marcador de agenda,2026-03-08 02:01,2026-03-08 02:01
eldiario,41.0,59.0,16,23,39,175,Marcador de agenda,2026-03-08 02:01,2026-03-08 02:01
expansion,38.9,61.1,7,11,18,115,Mixto,2026-03-08 02:01,2026-03-08 02:01
elcorreo,37.9,62.1,11,18,29,265,Mixto,2026-03-08 02:01,2026-03-08 02:01
levante_emv,37.3,62.7,19,32,51,240,Mixto,2026-03-08 02:01,2026-03-08 02:01
elespanol,36.0,64.0,9,16,25,75,Mixto,2026-03-08 02:01,2026-03-08 02:01
elconfidencial,33.3,66.7,4,8,12,29,Mixto,2026-03-08 02:01,2026-03-08 02:01
elmundo,32.0,68.0,8,17,25,109,Mixto,2026-03-08 02:01,2026-03-08 02:01
heraldo_aragon,31.5,68.5,17,37,54,460,Mixto,2026-03-08 02:01,2026-03-08 02:01
elpais,31.1,68.9,19,42,61,273,Mixto,2026-03-08 02:01,2026-03-08 02:01
20minutos,30.4,69.6,21,48,69,389,Mixto,2026-03-08 02:01,2026-03-08 02:01
infolibre,26.1,73.9,6,17,23,69,Mixto,2026-03-08 02:01,2026-03-08 02:01
elmundo_internacional,0.0,100.0,0,3,3,34,Seguidor,2026-03-08 02:01,2026-03-08 02:01
elpais_internacional,0.0,100.0,0,3,3,19,Seguidor,2026-03-08 02:01,2026-03-08 02:01
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 02:01,2026-03-08 02:01
france24_es,66.7,33.3,8,4,12,91,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
newtral,66.7,33.3,2,1,3,13,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
google_news_es,60.9,39.1,53,34,87,337,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
google_news_politica,52.6,47.4,10,9,19,76,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
lavanguardia,50.7,49.3,35,34,69,383,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
elmundo_espana,50.0,50.0,3,3,6,50,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
huffington_es,50.0,50.0,13,13,26,116,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
bbc_mundo,50.0,50.0,3,3,6,33,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
europapress,50.0,50.0,5,5,10,30,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
elcorreo,46.4,53.6,13,15,28,266,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
okdiario,42.2,57.8,19,26,45,308,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
eldiario,41.0,59.0,16,23,39,175,Marcador de agenda,2026-03-08 02:31,2026-03-08 02:31
elmundo,39.1,60.9,9,14,23,109,Mixto,2026-03-08 02:31,2026-03-08 02:31
expansion,38.9,61.1,7,11,18,115,Mixto,2026-03-08 02:31,2026-03-08 02:31
levante_emv,38.8,61.2,19,30,49,241,Mixto,2026-03-08 02:31,2026-03-08 02:31
elpais,32.2,67.8,19,40,59,273,Mixto,2026-03-08 02:31,2026-03-08 02:31
elespanol,30.8,69.2,8,18,26,75,Mixto,2026-03-08 02:31,2026-03-08 02:31
elconfidencial,30.8,69.2,4,9,13,29,Mixto,2026-03-08 02:31,2026-03-08 02:31
20minutos,30.0,70.0,21,49,70,389,Mixto,2026-03-08 02:31,2026-03-08 02:31
heraldo_aragon,24.5,75.5,12,37,49,460,Mixto,2026-03-08 02:31,2026-03-08 02:31
infolibre,24.0,76.0,6,19,25,69,Mixto,2026-03-08 02:31,2026-03-08 02:31
elmundo_internacional,0.0,100.0,0,3,3,34,Seguidor,2026-03-08 02:31,2026-03-08 02:31
elpais_internacional,0.0,100.0,0,3,3,19,Seguidor,2026-03-08 02:31,2026-03-08 02:31
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 02:31,2026-03-08 02:31
france24_es,69.2,30.8,9,4,13,92,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
newtral,66.7,33.3,2,1,3,13,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
google_news_es,62.5,37.5,55,33,88,337,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
bbc_mundo,60.0,40.0,3,2,5,33,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
elmundo_espana,50.0,50.0,3,3,6,50,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
google_news_politica,50.0,50.0,9,9,18,75,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
huffington_es,50.0,50.0,13,13,26,116,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
europapress,50.0,50.0,5,5,10,30,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
lavanguardia,48.6,51.4,34,36,70,383,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
elcorreo,42.9,57.1,12,16,28,266,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
okdiario,41.3,58.7,19,27,46,310,Marcador de agenda,2026-03-08 03:01,2026-03-08 03:01
expansion,38.9,61.1,7,11,18,115,Mixto,2026-03-08 03:01,2026-03-08 03:01
levante_emv,38.8,61.2,19,30,49,241,Mixto,2026-03-08 03:01,2026-03-08 03:01
eldiario,38.5,61.5,15,24,39,175,Mixto,2026-03-08 03:01,2026-03-08 03:01
elmundo,34.8,65.2,8,15,23,110,Mixto,2026-03-08 03:01,2026-03-08 03:01
elespanol,34.6,65.4,9,17,26,75,Mixto,2026-03-08 03:01,2026-03-08 03:01
elpais,33.9,66.1,20,39,59,273,Mixto,2026-03-08 03:01,2026-03-08 03:01
elconfidencial,30.8,69.2,4,9,13,29,Mixto,2026-03-08 03:01,2026-03-08 03:01
20minutos,30.0,70.0,21,49,70,389,Mixto,2026-03-08 03:01,2026-03-08 03:01
infolibre,24.0,76.0,6,19,25,69,Mixto,2026-03-08 03:01,2026-03-08 03:01
heraldo_aragon,22.9,77.1,11,37,48,460,Mixto,2026-03-08 03:01,2026-03-08 03:01
elmundo_internacional,0.0,100.0,0,3,3,34,Seguidor,2026-03-08 03:01,2026-03-08 03:01
elpais_internacional,0.0,100.0,0,3,3,19,Seguidor,2026-03-08 03:01,2026-03-08 03:01
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 03:01,2026-03-08 03:01
newtral,66.7,33.3,2,1,3,13,Marcador de agenda,2026-03-08 03:31,2026-03-08 03:31
google_news_es,62.2,37.8,56,34,90,339,Marcador de agenda,2026-03-08 03:31,2026-03-08 03:31
bbc_mundo,60.0,40.0,3,2,5,32,Marcador de agenda,2026-03-08 03:31,2026-03-08 03:31
france24_es,58.3,41.7,7,5,12,92,Marcador de agenda,2026-03-08 03:31,2026-03-08 03:31
europapress,55.6,44.4,5,4,9,30,Marcador de agenda,2026-03-08 03:31,2026-03-08 03:31
lavanguardia,54.4,45.6,37,31,68,383,Marcador de agenda,2026-03-08 03:31,2026-03-08 03:31
huffington_es,54.2,45.8,13,11,24,116,Marcador de agenda,2026-03-08 03:31,2026-03-08 03:31
elmundo_espana,50.0,50.0,3,3,6,50,Marcador de agenda,2026-03-08 03:31,2026-03-08 03:31
google_news_politica,47.4,52.6,9,10,19,76,Marcador de agenda,2026-03-08 03:31,2026-03-08 03:31
elcorreo,45.2,54.8,14,17,31,266,Marcador de agenda,2026-03-08 03:31,2026-03-08 03:31
expansion,38.9,61.1,7,11,18,115,Mixto,2026-03-08 03:31,2026-03-08 03:31
okdiario,38.5,61.5,15,24,39,310,Mixto,2026-03-08 03:31,2026-03-08 03:31
eldiario,38.5,61.5,15,24,39,175,Mixto,2026-03-08 03:31,2026-03-08 03:31
levante_emv,38.0,62.0,19,31,50,241,Mixto,2026-03-08 03:31,2026-03-08 03:31
elconfidencial,35.7,64.3,5,9,14,29,Mixto,2026-03-08 03:31,2026-03-08 03:31
elmundo,34.8,65.2,8,15,23,110,Mixto,2026-03-08 03:31,2026-03-08 03:31
elespanol,34.6,65.4,9,17,26,75,Mixto,2026-03-08 03:31,2026-03-08 03:31
elpais,30.5,69.5,18,41,59,273,Mixto,2026-03-08 03:31,2026-03-08 03:31
infolibre,29.2,70.8,7,17,24,69,Mixto,2026-03-08 03:31,2026-03-08 03:31
20minutos,29.0,71.0,20,49,69,389,Mixto,2026-03-08 03:31,2026-03-08 03:31
heraldo_aragon,23.5,76.5,12,39,51,460,Mixto,2026-03-08 03:31,2026-03-08 03:31
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 03:31,2026-03-08 03:31
elmundo_internacional,0.0,100.0,0,3,3,34,Seguidor,2026-03-08 03:31,2026-03-08 03:31
elpais_internacional,0.0,100.0,0,3,3,19,Seguidor,2026-03-08 03:31,2026-03-08 03:31
newtral,66.7,33.3,2,1,3,13,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
google_news_es,60.4,39.6,55,36,91,345,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
france24_es,60.0,40.0,6,4,10,94,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
europapress,57.1,42.9,4,3,7,30,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
bbc_mundo,50.0,50.0,3,3,6,32,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
elmundo_espana,50.0,50.0,3,3,6,50,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
lavanguardia,49.2,50.8,32,33,65,383,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
elcorreo,48.1,51.9,13,14,27,266,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
huffington_es,47.8,52.2,11,12,23,116,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
expansion,47.1,52.9,8,9,17,115,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
okdiario,45.0,55.0,18,22,40,310,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
elmundo,43.5,56.5,10,13,23,110,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
google_news_politica,42.1,57.9,8,11,19,75,Marcador de agenda,2026-03-08 04:01,2026-03-08 04:01
levante_emv,37.3,62.7,19,32,51,241,Mixto,2026-03-08 04:01,2026-03-08 04:01
eldiario,37.1,62.9,13,22,35,175,Mixto,2026-03-08 04:01,2026-03-08 04:01
elpais,34.4,65.6,21,40,61,272,Mixto,2026-03-08 04:01,2026-03-08 04:01
elespanol,29.2,70.8,7,17,24,95,Mixto,2026-03-08 04:01,2026-03-08 04:01
20minutos,28.4,71.6,19,48,67,389,Mixto,2026-03-08 04:01,2026-03-08 04:01
elconfidencial,27.3,72.7,3,8,11,29,Mixto,2026-03-08 04:01,2026-03-08 04:01
heraldo_aragon,27.1,72.9,13,35,48,456,Mixto,2026-03-08 04:01,2026-03-08 04:01
infolibre,24.0,76.0,6,19,25,69,Mixto,2026-03-08 04:01,2026-03-08 04:01
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 04:01,2026-03-08 04:01
elmundo_internacional,0.0,100.0,0,3,3,34,Seguidor,2026-03-08 04:01,2026-03-08 04:01
elpais_internacional,0.0,100.0,0,3,3,19,Seguidor,2026-03-08 04:01,2026-03-08 04:01
elpais_internacional,66.7,33.3,2,1,3,18,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
newtral,66.7,33.3,2,1,3,13,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
france24_es,60.0,40.0,6,4,10,94,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
europapress,57.1,42.9,4,3,7,30,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
google_news_es,54.4,45.6,49,41,90,346,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
bbc_mundo,50.0,50.0,3,3,6,32,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
elmundo_espana,50.0,50.0,3,3,6,50,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
lavanguardia,49.3,50.7,33,34,67,383,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
huffington_es,47.8,52.2,11,12,23,116,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
okdiario,45.0,55.0,18,22,40,315,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
elcorreo,44.4,55.6,12,15,27,266,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
eldiario,42.9,57.1,15,20,35,175,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
google_news_politica,42.1,57.9,8,11,19,73,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
expansion,41.2,58.8,7,10,17,115,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
levante_emv,40.4,59.6,21,31,52,244,Marcador de agenda,2026-03-08 04:31,2026-03-08 04:31
elmundo,39.1,60.9,9,14,23,110,Mixto,2026-03-08 04:31,2026-03-08 04:31
elpais,36.1,63.9,22,39,61,267,Mixto,2026-03-08 04:31,2026-03-08 04:31
elespanol,34.6,65.4,9,17,26,95,Mixto,2026-03-08 04:31,2026-03-08 04:31
20minutos,31.3,68.7,21,46,67,389,Mixto,2026-03-08 04:31,2026-03-08 04:31
elconfidencial,27.3,72.7,3,8,11,29,Mixto,2026-03-08 04:31,2026-03-08 04:31
heraldo_aragon,26.5,73.5,13,36,49,456,Mixto,2026-03-08 04:31,2026-03-08 04:31
infolibre,24.0,76.0,6,19,25,69,Mixto,2026-03-08 04:31,2026-03-08 04:31
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 04:31,2026-03-08 04:31
elmundo_internacional,0.0,100.0,0,3,3,34,Seguidor,2026-03-08 04:31,2026-03-08 04:31
newtral,66.7,33.3,2,1,3,13,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
bbc_mundo,57.1,42.9,4,3,7,32,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
europapress,57.1,42.9,4,3,7,30,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
france24_es,55.6,44.4,5,4,9,94,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
google_news_es,53.8,46.2,49,42,91,349,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
elcorreo,50.0,50.0,14,14,28,266,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
huffington_es,50.0,50.0,11,11,22,116,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
elmundo_espana,50.0,50.0,3,3,6,50,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
lavanguardia,48.5,51.5,33,35,68,381,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
okdiario,47.6,52.4,20,22,42,319,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
expansion,47.1,52.9,8,9,17,115,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
google_news_politica,45.0,55.0,9,11,20,74,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
eldiario,41.2,58.8,14,20,34,175,Marcador de agenda,2026-03-08 05:01,2026-03-08 05:01
levante_emv,39.6,60.4,21,32,53,244,Mixto,2026-03-08 05:01,2026-03-08 05:01
elmundo,39.1,60.9,9,14,23,110,Mixto,2026-03-08 05:01,2026-03-08 05:01
elpais,34.8,65.2,23,43,66,268,Mixto,2026-03-08 05:01,2026-03-08 05:01
elpais_internacional,33.3,66.7,1,2,3,18,Mixto,2026-03-08 05:01,2026-03-08 05:01
elespanol,32.0,68.0,8,17,25,95,Mixto,2026-03-08 05:01,2026-03-08 05:01
20minutos,30.9,69.1,21,47,68,389,Mixto,2026-03-08 05:01,2026-03-08 05:01
elconfidencial,30.0,70.0,3,7,10,36,Mixto,2026-03-08 05:01,2026-03-08 05:01
heraldo_aragon,28.0,72.0,14,36,50,456,Mixto,2026-03-08 05:01,2026-03-08 05:01
infolibre,28.0,72.0,7,18,25,58,Mixto,2026-03-08 05:01,2026-03-08 05:01
elmundo_internacional,0.0,100.0,0,3,3,34,Seguidor,2026-03-08 05:01,2026-03-08 05:01
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 05:01,2026-03-08 05:01
france24_es,72.7,27.3,8,3,11,96,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
elmundo_espana,66.7,33.3,4,2,6,50,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
google_news_es,62.6,37.4,57,34,91,360,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
huffington_es,54.2,45.8,13,11,24,116,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
google_news_politica,50.0,50.0,10,10,20,75,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
newtral,50.0,50.0,2,2,4,13,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
bbc_mundo,50.0,50.0,4,4,8,32,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
europapress,50.0,50.0,5,5,10,30,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
lavanguardia,47.3,52.7,35,39,74,384,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
elcorreo,41.9,58.1,13,18,31,266,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
expansion,41.2,58.8,7,10,17,115,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
eldiario,40.0,60.0,14,21,35,175,Marcador de agenda,2026-03-08 05:31,2026-03-08 05:31
levante_emv,38.5,61.5,20,32,52,245,Mixto,2026-03-08 05:31,2026-03-08 05:31
okdiario,38.3,61.7,18,29,47,326,Mixto,2026-03-08 05:31,2026-03-08 05:31
elconfidencial,36.4,63.6,4,7,11,36,Mixto,2026-03-08 05:31,2026-03-08 05:31
elmundo,34.8,65.2,8,15,23,110,Mixto,2026-03-08 05:31,2026-03-08 05:31
20minutos,32.9,67.1,23,47,70,389,Mixto,2026-03-08 05:31,2026-03-08 05:31
elpais,29.5,70.5,18,43,61,268,Mixto,2026-03-08 05:31,2026-03-08 05:31
elespanol,28.0,72.0,7,18,25,95,Mixto,2026-03-08 05:31,2026-03-08 05:31
heraldo_aragon,27.3,72.7,15,40,55,544,Mixto,2026-03-08 05:31,2026-03-08 05:31
infolibre,21.7,78.3,5,18,23,58,Mixto,2026-03-08 05:31,2026-03-08 05:31
elpais_internacional,0.0,100.0,0,2,2,18,Seguidor,2026-03-08 05:31,2026-03-08 05:31
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 05:31,2026-03-08 05:31
elmundo_internacional,0.0,100.0,0,3,3,34,Seguidor,2026-03-08 05:31,2026-03-08 05:31
france24_es,72.7,27.3,8,3,11,96,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
google_news_es,64.8,35.2,59,32,91,363,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
huffington_es,58.3,41.7,14,10,24,116,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
elmundo_espana,50.0,50.0,3,3,6,50,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
europapress,50.0,50.0,5,5,10,30,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
newtral,50.0,50.0,2,2,4,13,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
bbc_mundo,50.0,50.0,4,4,8,33,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
expansion,47.1,52.9,8,9,17,115,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
elcorreo,46.9,53.1,15,17,32,266,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
lavanguardia,46.1,53.9,35,41,76,384,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
eldiario,40.0,60.0,14,21,35,175,Marcador de agenda,2026-03-08 06:01,2026-03-08 06:01
levante_emv,38.5,61.5,20,32,52,245,Mixto,2026-03-08 06:01,2026-03-08 06:01
okdiario,37.0,63.0,17,29,46,351,Mixto,2026-03-08 06:01,2026-03-08 06:01
elconfidencial,36.4,63.6,4,7,11,36,Mixto,2026-03-08 06:01,2026-03-08 06:01
elmundo,34.8,65.2,8,15,23,110,Mixto,2026-03-08 06:01,2026-03-08 06:01
elpais,33.3,66.7,20,40,60,272,Mixto,2026-03-08 06:01,2026-03-08 06:01
elespanol,32.0,68.0,8,17,25,95,Mixto,2026-03-08 06:01,2026-03-08 06:01
20minutos,30.4,69.6,21,48,69,387,Mixto,2026-03-08 06:01,2026-03-08 06:01
google_news_politica,30.0,70.0,6,14,20,75,Mixto,2026-03-08 06:01,2026-03-08 06:01
heraldo_aragon,25.5,74.5,14,41,55,544,Mixto,2026-03-08 06:01,2026-03-08 06:01
infolibre,22.7,77.3,5,17,22,58,Mixto,2026-03-08 06:01,2026-03-08 06:01
elpais_internacional,0.0,100.0,0,2,2,25,Seguidor,2026-03-08 06:01,2026-03-08 06:01
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 06:01,2026-03-08 06:01
elmundo_internacional,0.0,100.0,0,3,3,34,Seguidor,2026-03-08 06:01,2026-03-08 06:01
france24_es,81.8,18.2,9,2,11,96,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
newtral,75.0,25.0,3,1,4,14,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
google_news_es,56.1,43.9,55,43,98,370,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
huffington_es,54.2,45.8,13,11,24,116,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
elmundo_espana,50.0,50.0,3,3,6,50,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
europapress,50.0,50.0,5,5,10,30,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
bbc_mundo,50.0,50.0,4,4,8,33,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
lavanguardia,47.3,52.7,35,39,74,384,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
elmundo,45.8,54.2,11,13,24,110,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
expansion,44.4,55.6,8,10,18,115,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
elcorreo,43.8,56.2,14,18,32,266,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
eldiario,42.5,57.5,17,23,40,214,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
levante_emv,42.3,57.7,22,30,52,265,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
okdiario,42.2,57.8,19,26,45,354,Marcador de agenda,2026-03-08 06:31,2026-03-08 06:31
elconfidencial,36.4,63.6,4,7,11,36,Mixto,2026-03-08 06:31,2026-03-08 06:31
google_news_politica,35.0,65.0,7,13,20,75,Mixto,2026-03-08 06:31,2026-03-08 06:31
elpais_internacional,33.3,66.7,2,4,6,25,Mixto,2026-03-08 06:31,2026-03-08 06:31
elpais,31.8,68.2,21,45,66,326,Mixto,2026-03-08 06:31,2026-03-08 06:31
elespanol,30.8,69.2,8,18,26,95,Mixto,2026-03-08 06:31,2026-03-08 06:31
20minutos,30.0,70.0,21,49,70,387,Mixto,2026-03-08 06:31,2026-03-08 06:31
heraldo_aragon,27.6,72.4,16,42,58,544,Mixto,2026-03-08 06:31,2026-03-08 06:31
infolibre,20.8,79.2,5,19,24,76,Mixto,2026-03-08 06:31,2026-03-08 06:31
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 06:31,2026-03-08 06:31
elmundo_internacional,0.0,100.0,0,3,3,34,Seguidor,2026-03-08 06:31,2026-03-08 06:31
france24_es,66.7,33.3,8,4,12,96,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
google_news_politica,57.9,42.1,11,8,19,75,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
elmundo_espana,57.1,42.9,4,3,7,49,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
europapress,55.6,44.4,5,4,9,26,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
google_news_es,54.9,45.1,56,46,102,375,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
elcorreo,51.4,48.6,18,17,35,268,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
bbc_mundo,50.0,50.0,4,4,8,33,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
newtral,50.0,50.0,2,2,4,15,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
lavanguardia,48.6,51.4,34,36,70,408,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
okdiario,46.7,53.3,21,24,45,359,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
huffington_es,45.5,54.5,10,12,22,116,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
expansion,44.4,55.6,8,10,18,115,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
levante_emv,42.6,57.4,23,31,54,265,Marcador de agenda,2026-03-08 07:01,2026-03-08 07:01
eldiario,36.4,63.6,16,28,44,214,Mixto,2026-03-08 07:01,2026-03-08 07:01
elespanol,32.0,68.0,8,17,25,95,Mixto,2026-03-08 07:01,2026-03-08 07:01
elmundo,32.0,68.0,8,17,25,111,Mixto,2026-03-08 07:01,2026-03-08 07:01
heraldo_aragon,30.9,69.1,17,38,55,544,Mixto,2026-03-08 07:01,2026-03-08 07:01
elpais,30.3,69.7,20,46,66,328,Mixto,2026-03-08 07:01,2026-03-08 07:01
elconfidencial,30.0,70.0,3,7,10,36,Mixto,2026-03-08 07:01,2026-03-08 07:01
20minutos,29.9,70.1,20,47,67,388,Mixto,2026-03-08 07:01,2026-03-08 07:01
elpais_internacional,20.0,80.0,1,4,5,25,Mixto,2026-03-08 07:01,2026-03-08 07:01
infolibre,15.0,85.0,3,17,20,76,Seguidor,2026-03-08 07:01,2026-03-08 07:01
elmundo_internacional,0.0,100.0,0,3,3,33,Seguidor,2026-03-08 07:01,2026-03-08 07:01
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-08 07:01,2026-03-08 07:01
france24_es,64.3,35.7,9,5,14,96,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
google_news_es,57.1,42.9,60,45,105,377,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
europapress,55.6,44.4,5,4,9,26,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
google_news_politica,52.6,47.4,10,9,19,75,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
newtral,50.0,50.0,2,2,4,15,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
bbc_mundo,50.0,50.0,4,4,8,33,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
elcorreo,48.6,51.4,17,18,35,268,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
huffington_es,47.8,52.2,11,12,23,122,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
expansion,47.4,52.6,9,10,19,115,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
lavanguardia,46.6,53.4,34,39,73,448,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
okdiario,45.8,54.2,22,26,48,372,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
elmundo_espana,42.9,57.1,3,4,7,48,Marcador de agenda,2026-03-08 07:31,2026-03-08 07:31
