source,agenda_score,follower_score,times_first,times_follower,topics_total,news_count,role,last_update,cycle
eldiario,45.5,54.5,25,30,55,217,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
elmundo_espana,42.9,57.1,3,4,7,28,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
elpais_internacional,42.9,57.1,3,4,7,25,Marcador de agenda,2026-03-08 22:31,2026-03-08 22:31
levante_emv,37.0,63.0,34,58,92,417,Mixto,2026-03-08 22:31,2026-03-08 22:31
elmundo,35.1,64.9,13,24,37,149,Mixto,2026-03-08 22:31,2026-03-08 22:31
20minutos,33.9,66.1,38,74,112,531,Mixto,2026-03-08 22:31,2026-03-08 22:31
elpais,31.8,68.2,28,60,88,369,Mixto,2026-03-08 22:31,2026-03-08 22:31
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-08 22:31,2026-03-08 22:31
elespanol,31.2,68.8,10,22,32,119,Mixto,2026-03-08 22:31,2026-03-08 22:31
google_news_politica,27.3,72.7,6,16,22,68,Mixto,2026-03-08 22:31,2026-03-08 22:31
heraldo_aragon,26.3,73.7,20,56,76,695,Mixto,2026-03-08 22:31,2026-03-08 22:31
infolibre,14.3,85.7,4,24,28,71,Seguidor,2026-03-08 22:31,2026-03-08 22:31
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 22:31,2026-03-08 22:31
elmundo_internacional,0.0,100.0,0,3,3,24,Seguidor,2026-03-08 22:31,2026-03-08 22:31
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
france24_es,70.6,29.4,12,5,17,134,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
europapress,52.6,47.4,10,9,19,55,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
google_news_es,52.0,48.0,78,72,150,572,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
expansion,51.9,48.1,14,13,27,113,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
huffington_es,51.7,48.3,15,14,29,179,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
bbc_mundo,50.0,50.0,4,4,8,33,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
okdiario,47.8,52.2,33,36,69,506,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
elcorreo,45.5,54.5,30,36,66,391,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
eldiario,43.1,56.9,25,33,58,218,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
elmundo_espana,42.9,57.1,3,4,7,28,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
lavanguardia,41.7,58.3,48,67,115,574,Marcador de agenda,2026-03-08 23:01,2026-03-08 23:01
elespanol,38.7,61.3,12,19,31,119,Mixto,2026-03-08 23:01,2026-03-08 23:01
levante_emv,37.9,62.1,36,59,95,418,Mixto,2026-03-08 23:01,2026-03-08 23:01
elconfidencial,37.5,62.5,6,10,16,43,Mixto,2026-03-08 23:01,2026-03-08 23:01
elpais_internacional,37.5,62.5,3,5,8,25,Mixto,2026-03-08 23:01,2026-03-08 23:01
google_news_politica,36.4,63.6,8,14,22,66,Mixto,2026-03-08 23:01,2026-03-08 23:01
elpais,34.8,65.2,31,58,89,368,Mixto,2026-03-08 23:01,2026-03-08 23:01
20minutos,34.3,65.7,37,71,108,534,Mixto,2026-03-08 23:01,2026-03-08 23:01
elmundo,29.7,70.3,11,26,37,150,Mixto,2026-03-08 23:01,2026-03-08 23:01
heraldo_aragon,26.9,73.1,21,57,78,698,Mixto,2026-03-08 23:01,2026-03-08 23:01
infolibre,14.8,85.2,4,23,27,71,Seguidor,2026-03-08 23:01,2026-03-08 23:01
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 23:01,2026-03-08 23:01
elmundo_internacional,0.0,100.0,0,3,3,24,Seguidor,2026-03-08 23:01,2026-03-08 23:01
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
france24_es,75.0,25.0,12,4,16,135,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
europapress,57.9,42.1,11,8,19,55,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
elmundo_espana,57.1,42.9,4,3,7,26,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
huffington_es,55.9,44.1,19,15,34,180,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
bbc_mundo,50.0,50.0,5,5,10,34,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
google_news_es,49.7,50.3,73,74,147,574,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
elcorreo,47.1,52.9,32,36,68,393,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
okdiario,47.1,52.9,32,36,68,508,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
expansion,46.4,53.6,13,15,28,112,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
lavanguardia,41.2,58.8,49,70,119,565,Marcador de agenda,2026-03-08 23:31,2026-03-08 23:31
20minutos,38.7,61.3,43,68,111,534,Mixto,2026-03-08 23:31,2026-03-08 23:31
eldiario,37.9,62.1,22,36,58,217,Mixto,2026-03-08 23:31,2026-03-08 23:31
elpais_internacional,37.5,62.5,3,5,8,25,Mixto,2026-03-08 23:31,2026-03-08 23:31
levante_emv,36.7,63.3,36,62,98,421,Mixto,2026-03-08 23:31,2026-03-08 23:31
google_news_politica,36.4,63.6,8,14,22,66,Mixto,2026-03-08 23:31,2026-03-08 23:31
elespanol,35.3,64.7,12,22,34,119,Mixto,2026-03-08 23:31,2026-03-08 23:31
elpais,35.2,64.8,32,59,91,370,Mixto,2026-03-08 23:31,2026-03-08 23:31
elmundo,35.1,64.9,13,24,37,147,Mixto,2026-03-08 23:31,2026-03-08 23:31
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-08 23:31,2026-03-08 23:31
heraldo_aragon,27.4,72.6,23,61,84,702,Mixto,2026-03-08 23:31,2026-03-08 23:31
infolibre,14.3,85.7,4,24,28,71,Seguidor,2026-03-08 23:31,2026-03-08 23:31
elmundo_internacional,0.0,100.0,0,3,3,24,Seguidor,2026-03-08 23:31,2026-03-08 23:31
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-08 23:31,2026-03-08 23:31
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
france24_es,64.7,35.3,11,6,17,135,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
bbc_mundo,55.6,44.4,5,4,9,35,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
europapress,55.6,44.4,10,8,18,55,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
google_news_es,53.7,46.3,79,68,147,580,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
huffington_es,53.1,46.9,17,15,32,180,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
okdiario,49.2,50.8,32,33,65,509,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
expansion,46.4,53.6,13,15,28,103,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
elcorreo,46.2,53.8,30,35,65,397,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
elmundo_espana,42.9,57.1,3,4,7,26,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
google_news_politica,40.9,59.1,9,13,22,66,Marcador de agenda,2026-03-09 00:02,2026-03-09 00:02
lavanguardia,39.7,60.3,46,70,116,568,Mixto,2026-03-09 00:02,2026-03-09 00:02
eldiario,38.6,61.4,22,35,57,217,Mixto,2026-03-09 00:02,2026-03-09 00:02
elpais_internacional,37.5,62.5,3,5,8,25,Mixto,2026-03-09 00:02,2026-03-09 00:02
20minutos,36.7,63.3,40,69,109,536,Mixto,2026-03-09 00:02,2026-03-09 00:02
levante_emv,35.6,64.4,36,65,101,426,Mixto,2026-03-09 00:02,2026-03-09 00:02
elmundo,34.2,65.8,13,25,38,147,Mixto,2026-03-09 00:02,2026-03-09 00:02
elpais,34.1,65.9,31,60,91,374,Mixto,2026-03-09 00:02,2026-03-09 00:02
elespanol,33.3,66.7,11,22,33,119,Mixto,2026-03-09 00:02,2026-03-09 00:02
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-09 00:02,2026-03-09 00:02
heraldo_aragon,28.0,72.0,23,59,82,703,Mixto,2026-03-09 00:02,2026-03-09 00:02
infolibre,15.4,84.6,4,22,26,71,Seguidor,2026-03-09 00:02,2026-03-09 00:02
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-09 00:02,2026-03-09 00:02
elmundo_internacional,0.0,100.0,0,3,3,23,Seguidor,2026-03-09 00:02,2026-03-09 00:02
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
france24_es,61.1,38.9,11,7,18,136,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
elpais_internacional,57.1,42.9,4,3,7,25,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
europapress,55.0,45.0,11,9,20,56,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
huffington_es,54.3,45.7,19,16,35,181,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
expansion,51.9,48.1,14,13,27,98,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
google_news_es,50.3,49.7,76,75,151,588,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
bbc_mundo,50.0,50.0,5,5,10,34,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
elcorreo,48.6,51.4,35,37,72,433,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
okdiario,47.9,52.1,34,37,71,510,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
elmundo_espana,42.9,57.1,3,4,7,32,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
lavanguardia,42.1,57.9,51,70,121,569,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
eldiario,42.1,57.9,24,33,57,217,Marcador de agenda,2026-03-09 00:31,2026-03-09 00:31
elespanol,38.9,61.1,14,22,36,119,Mixto,2026-03-09 00:31,2026-03-09 00:31
elpais,37.5,62.5,33,55,88,375,Mixto,2026-03-09 00:31,2026-03-09 00:31
levante_emv,34.7,65.3,34,64,98,428,Mixto,2026-03-09 00:31,2026-03-09 00:31
elmundo,33.3,66.7,13,26,39,147,Mixto,2026-03-09 00:31,2026-03-09 00:31
20minutos,33.3,66.7,37,74,111,536,Mixto,2026-03-09 00:31,2026-03-09 00:31
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-09 00:31,2026-03-09 00:31
google_news_politica,30.4,69.6,7,16,23,67,Mixto,2026-03-09 00:31,2026-03-09 00:31
heraldo_aragon,26.5,73.5,22,61,83,703,Mixto,2026-03-09 00:31,2026-03-09 00:31
infolibre,14.3,85.7,4,24,28,71,Seguidor,2026-03-09 00:31,2026-03-09 00:31
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-09 00:31,2026-03-09 00:31
elmundo_internacional,0.0,100.0,0,3,3,26,Seguidor,2026-03-09 00:31,2026-03-09 00:31
newtral,80.0,20.0,4,1,5,18,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
elmundo_espana,62.5,37.5,5,3,8,33,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
france24_es,57.9,42.1,11,8,19,141,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
europapress,57.1,42.9,12,9,21,56,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
okdiario,51.9,48.1,40,37,77,510,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
expansion,50.0,50.0,14,14,28,117,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
google_news_es,49.7,50.3,77,78,155,593,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
huffington_es,48.5,51.5,16,17,33,182,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
elcorreo,44.1,55.9,30,38,68,438,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
google_news_politica,43.5,56.5,10,13,23,67,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
elpais_internacional,42.9,57.1,3,4,7,25,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
lavanguardia,41.7,58.3,53,74,127,583,Marcador de agenda,2026-03-09 01:01,2026-03-09 01:01
eldiario,39.7,60.3,23,35,58,217,Mixto,2026-03-09 01:01,2026-03-09 01:01
20minutos,37.1,62.9,43,73,116,536,Mixto,2026-03-09 01:01,2026-03-09 01:01
levante_emv,36.4,63.6,36,63,99,428,Mixto,2026-03-09 01:01,2026-03-09 01:01
elespanol,36.1,63.9,13,23,36,119,Mixto,2026-03-09 01:01,2026-03-09 01:01
elpais,34.8,65.2,31,58,89,377,Mixto,2026-03-09 01:01,2026-03-09 01:01
elmundo,34.1,65.9,15,29,44,147,Mixto,2026-03-09 01:01,2026-03-09 01:01
bbc_mundo,33.3,66.7,3,6,9,32,Mixto,2026-03-09 01:01,2026-03-09 01:01
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-09 01:01,2026-03-09 01:01
heraldo_aragon,27.2,72.8,22,59,81,703,Mixto,2026-03-09 01:01,2026-03-09 01:01
infolibre,10.7,89.3,3,25,28,71,Seguidor,2026-03-09 01:01,2026-03-09 01:01
elmundo_internacional,0.0,100.0,0,2,2,26,Seguidor,2026-03-09 01:01,2026-03-09 01:01
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-09 01:01,2026-03-09 01:01
newtral,66.7,33.3,4,2,6,18,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
france24_es,61.1,38.9,11,7,18,141,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
europapress,55.0,45.0,11,9,20,56,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
huffington_es,52.8,47.2,19,17,36,182,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
elmundo_espana,50.0,50.0,4,4,8,33,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
okdiario,47.3,52.7,35,39,74,513,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
google_news_es,46.8,53.2,73,83,156,598,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
expansion,46.4,53.6,13,15,28,116,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
elcorreo,43.1,56.9,31,41,72,439,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
lavanguardia,42.3,57.7,55,75,130,587,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
elespanol,41.7,58.3,15,21,36,119,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
elmundo,41.5,58.5,17,24,41,147,Marcador de agenda,2026-03-09 01:31,2026-03-09 01:31
levante_emv,38.7,61.3,41,65,106,428,Mixto,2026-03-09 01:31,2026-03-09 01:31
elpais,38.7,61.3,36,57,93,378,Mixto,2026-03-09 01:31,2026-03-09 01:31
eldiario,38.6,61.4,22,35,57,217,Mixto,2026-03-09 01:31,2026-03-09 01:31
20minutos,37.8,62.2,42,69,111,536,Mixto,2026-03-09 01:31,2026-03-09 01:31
bbc_mundo,37.5,62.5,3,5,8,31,Mixto,2026-03-09 01:31,2026-03-09 01:31
google_news_politica,37.5,62.5,9,15,24,69,Mixto,2026-03-09 01:31,2026-03-09 01:31
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-09 01:31,2026-03-09 01:31
elpais_internacional,25.0,75.0,2,6,8,25,Mixto,2026-03-09 01:31,2026-03-09 01:31
heraldo_aragon,23.8,76.2,19,61,80,703,Mixto,2026-03-09 01:31,2026-03-09 01:31
infolibre,18.5,81.5,5,22,27,71,Seguidor,2026-03-09 01:31,2026-03-09 01:31
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-09 01:31,2026-03-09 01:31
elmundo_internacional,0.0,100.0,0,2,2,24,Seguidor,2026-03-09 01:31,2026-03-09 01:31
newtral,66.7,33.3,4,2,6,18,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
france24_es,57.9,42.1,11,8,19,141,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
europapress,55.0,45.0,11,9,20,56,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
huffington_es,52.8,47.2,19,17,36,182,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
elmundo_espana,50.0,50.0,4,4,8,33,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
elpais_internacional,50.0,50.0,4,4,8,25,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
okdiario,49.4,50.6,38,39,77,513,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
google_news_es,49.1,50.9,78,81,159,602,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
expansion,46.4,53.6,13,15,28,116,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
lavanguardia,45.1,54.9,60,73,133,589,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
bbc_mundo,44.4,55.6,4,5,9,31,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
elpais,40.9,59.1,38,55,93,379,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
elcorreo,40.3,59.7,29,43,72,440,Marcador de agenda,2026-03-09 02:01,2026-03-09 02:01
eldiario,38.6,61.4,22,35,57,217,Mixto,2026-03-09 02:01,2026-03-09 02:01
levante_emv,38.3,61.7,41,66,107,428,Mixto,2026-03-09 02:01,2026-03-09 02:01
elespanol,37.1,62.9,13,22,35,119,Mixto,2026-03-09 02:01,2026-03-09 02:01
20minutos,34.2,65.8,38,73,111,536,Mixto,2026-03-09 02:01,2026-03-09 02:01
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-09 02:01,2026-03-09 02:01
elmundo,29.3,70.7,12,29,41,147,Mixto,2026-03-09 02:01,2026-03-09 02:01
google_news_politica,29.2,70.8,7,17,24,69,Mixto,2026-03-09 02:01,2026-03-09 02:01
heraldo_aragon,23.8,76.2,19,61,80,703,Mixto,2026-03-09 02:01,2026-03-09 02:01
infolibre,17.9,82.1,5,23,28,71,Seguidor,2026-03-09 02:01,2026-03-09 02:01
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-09 02:01,2026-03-09 02:01
elmundo_internacional,0.0,100.0,0,2,2,23,Seguidor,2026-03-09 02:01,2026-03-09 02:01
newtral,66.7,33.3,4,2,6,18,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
france24_es,57.9,42.1,11,8,19,141,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
europapress,55.0,45.0,11,9,20,56,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
expansion,50.0,50.0,14,14,28,116,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
huffington_es,50.0,50.0,18,18,36,183,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
elmundo_espana,50.0,50.0,4,4,8,33,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
okdiario,49.4,50.6,38,39,77,513,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
google_news_es,49.4,50.6,79,81,160,604,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
bbc_mundo,44.4,55.6,4,5,9,31,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
lavanguardia,42.6,57.4,55,74,129,588,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
elespanol,41.7,58.3,15,21,36,117,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
elcorreo,40.8,59.2,29,42,71,440,Marcador de agenda,2026-03-09 02:31,2026-03-09 02:31
elpais,39.1,60.9,36,56,92,380,Mixto,2026-03-09 02:31,2026-03-09 02:31
eldiario,38.6,61.4,22,35,57,217,Mixto,2026-03-09 02:31,2026-03-09 02:31
levante_emv,38.0,62.0,41,67,108,428,Mixto,2026-03-09 02:31,2026-03-09 02:31
elpais_internacional,37.5,62.5,3,5,8,25,Mixto,2026-03-09 02:31,2026-03-09 02:31
elmundo,36.6,63.4,15,26,41,147,Mixto,2026-03-09 02:31,2026-03-09 02:31
20minutos,35.1,64.9,39,72,111,536,Mixto,2026-03-09 02:31,2026-03-09 02:31
google_news_politica,33.3,66.7,8,16,24,68,Mixto,2026-03-09 02:31,2026-03-09 02:31
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-09 02:31,2026-03-09 02:31
heraldo_aragon,25.0,75.0,20,60,80,703,Mixto,2026-03-09 02:31,2026-03-09 02:31
infolibre,14.3,85.7,4,24,28,71,Seguidor,2026-03-09 02:31,2026-03-09 02:31
elmundo_internacional,0.0,100.0,0,2,2,23,Seguidor,2026-03-09 02:31,2026-03-09 02:31
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-09 02:31,2026-03-09 02:31
newtral,66.7,33.3,4,2,6,18,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
france24_es,57.9,42.1,11,8,19,141,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
europapress,55.0,45.0,11,9,20,56,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
google_news_es,53.8,46.2,86,74,160,607,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
huffington_es,52.8,47.2,19,17,36,183,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
elmundo_espana,50.0,50.0,4,4,8,33,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
okdiario,47.9,52.1,35,38,73,513,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
expansion,46.4,53.6,13,15,28,116,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
bbc_mundo,44.4,55.6,4,5,9,31,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
elcorreo,42.9,57.1,30,40,70,440,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
lavanguardia,42.4,57.6,56,76,132,587,Marcador de agenda,2026-03-09 03:01,2026-03-09 03:01
elespanol,38.9,61.1,14,22,36,117,Mixto,2026-03-09 03:01,2026-03-09 03:01
levante_emv,37.7,62.3,40,66,106,428,Mixto,2026-03-09 03:01,2026-03-09 03:01
google_news_politica,37.5,62.5,9,15,24,68,Mixto,2026-03-09 03:01,2026-03-09 03:01
eldiario,35.7,64.3,20,36,56,217,Mixto,2026-03-09 03:01,2026-03-09 03:01
20minutos,35.4,64.6,40,73,113,538,Mixto,2026-03-09 03:01,2026-03-09 03:01
elpais,34.7,65.3,33,62,95,380,Mixto,2026-03-09 03:01,2026-03-09 03:01
elmundo,34.1,65.9,14,27,41,147,Mixto,2026-03-09 03:01,2026-03-09 03:01
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-09 03:01,2026-03-09 03:01
elpais_internacional,25.0,75.0,2,6,8,25,Mixto,2026-03-09 03:01,2026-03-09 03:01
heraldo_aragon,24.4,75.6,20,62,82,703,Mixto,2026-03-09 03:01,2026-03-09 03:01
infolibre,14.8,85.2,4,23,27,71,Seguidor,2026-03-09 03:01,2026-03-09 03:01
elmundo_internacional,0.0,100.0,0,2,2,23,Seguidor,2026-03-09 03:01,2026-03-09 03:01
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-09 03:01,2026-03-09 03:01
newtral,66.7,33.3,4,2,6,18,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
elmundo_espana,62.5,37.5,5,3,8,37,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
europapress,59.1,40.9,13,9,22,56,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
france24_es,57.9,42.1,11,8,19,144,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
huffington_es,55.6,44.4,20,16,36,183,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
google_news_es,50.9,49.1,82,79,161,612,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
okdiario,46.5,53.5,33,38,71,513,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
expansion,46.4,53.6,13,15,28,116,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
elcorreo,45.2,54.8,33,40,73,440,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
bbc_mundo,44.4,55.6,4,5,9,31,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
lavanguardia,42.1,57.9,53,73,126,587,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
elespanol,41.7,58.3,15,21,36,117,Marcador de agenda,2026-03-09 03:31,2026-03-09 03:31
levante_emv,38.8,61.2,40,63,103,430,Mixto,2026-03-09 03:31,2026-03-09 03:31
elpais,37.0,63.0,34,58,92,381,Mixto,2026-03-09 03:31,2026-03-09 03:31
eldiario,36.8,63.2,21,36,57,217,Mixto,2026-03-09 03:31,2026-03-09 03:31
20minutos,35.5,64.5,39,71,110,538,Mixto,2026-03-09 03:31,2026-03-09 03:31
elmundo,31.8,68.2,14,30,44,147,Mixto,2026-03-09 03:31,2026-03-09 03:31
elconfidencial,31.2,68.8,5,11,16,43,Mixto,2026-03-09 03:31,2026-03-09 03:31
google_news_politica,29.2,70.8,7,17,24,68,Mixto,2026-03-09 03:31,2026-03-09 03:31
heraldo_aragon,26.7,73.3,23,63,86,703,Mixto,2026-03-09 03:31,2026-03-09 03:31
infolibre,11.5,88.5,3,23,26,71,Seguidor,2026-03-09 03:31,2026-03-09 03:31
elpais_internacional,11.1,88.9,1,8,9,25,Seguidor,2026-03-09 03:31,2026-03-09 03:31
elmundo_internacional,0.0,100.0,0,2,2,23,Seguidor,2026-03-09 03:31,2026-03-09 03:31
maldita,0.0,100.0,0,1,1,15,Seguidor,2026-03-09 03:31,2026-03-09 03:31
newtral,66.7,33.3,4,2,6,18,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
elmundo_espana,62.5,37.5,5,3,8,37,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
europapress,57.9,42.1,11,8,19,56,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
france24_es,55.0,45.0,11,9,20,145,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
huffington_es,52.8,47.2,19,17,36,183,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
google_news_es,50.3,49.7,81,80,161,614,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
expansion,50.0,50.0,14,14,28,116,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
okdiario,47.1,52.9,33,37,70,513,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
elcorreo,44.7,55.3,34,42,76,440,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
bbc_mundo,44.4,55.6,4,5,9,32,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
elpais_internacional,44.4,55.6,4,5,9,25,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
lavanguardia,44.4,55.6,59,74,133,584,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
eldiario,42.1,57.9,24,33,57,217,Marcador de agenda,2026-03-09 04:01,2026-03-09 04:01
levante_emv,38.0,62.0,41,67,108,430,Mixto,2026-03-09 04:01,2026-03-09 04:01
elespanol,37.1,62.9,13,22,35,136,Mixto,2026-03-09 04:01,2026-03-09 04:01
elmundo,36.6,63.4,15,26,41,146,Mixto,2026-03-09 04:01,2026-03-09 04:01
elpais,33.0,67.0,31,63,94,380,Mixto,2026-03-09 04:01,2026-03-09 04:01
20minutos,32.4,67.6,35,73,108,532,Mixto,2026-03-09 04:01,2026-03-09 04:01
elconfidencial,31.2,68.8,5,11,16,42,Mixto,2026-03-09 04:01,2026-03-09 04:01
