source,target,weight,last_update,cycle
heraldo_aragon,lavanguardia,46,2026-04-09 17:09:00+00:00,2026-04-09 17:09
eldiario,google_news_politica,46,2026-04-09 17:09:00+00:00,2026-04-09 17:09
eldiario,heraldo_aragon,46,2026-04-09 17:09:00+00:00,2026-04-09 17:09
20minutos,google_news_politica,46,2026-04-09 17:09:00+00:00,2026-04-09 17:09
google_news_economia,google_news_politica,45,2026-04-09 17:09:00+00:00,2026-04-09 17:09
bbc_mundo,lavanguardia,44,2026-04-09 17:09:00+00:00,2026-04-09 17:09
20minutos,heraldo_aragon,44,2026-04-09 17:09:00+00:00,2026-04-09 17:09
20minutos,bbc_mundo,43,2026-04-09 17:09:00+00:00,2026-04-09 17:09
eldiario,lavanguardia,43,2026-04-09 17:09:00+00:00,2026-04-09 17:09
expansion,heraldo_aragon,43,2026-04-09 17:09:00+00:00,2026-04-09 17:09
eldiario,expansion,43,2026-04-09 17:09:00+00:00,2026-04-09 17:09
google_news_politica,infolibre,43,2026-04-09 17:09:00+00:00,2026-04-09 17:09
expansion,google_news_politica,43,2026-04-09 17:09:00+00:00,2026-04-09 17:09
20minutos,eldiario,42,2026-04-09 17:09:00+00:00,2026-04-09 17:09
google_news_economia,heraldo_aragon,42,2026-04-09 17:09:00+00:00,2026-04-09 17:09
heraldo_aragon,infolibre,42,2026-04-09 17:09:00+00:00,2026-04-09 17:09
bbc_mundo,expansion,42,2026-04-09 17:09:00+00:00,2026-04-09 17:09
bbc_mundo,google_news_economia,42,2026-04-09 17:09:00+00:00,2026-04-09 17:09
20minutos,infolibre,42,2026-04-09 17:09:00+00:00,2026-04-09 17:09
eldiario,google_news_economia,42,2026-04-09 17:09:00+00:00,2026-04-09 17:09
infolibre,lavanguardia,41,2026-04-09 17:09:00+00:00,2026-04-09 17:09
elpais,heraldo_aragon,41,2026-04-09 17:09:00+00:00,2026-04-09 17:09
expansion,lavanguardia,41,2026-04-09 17:09:00+00:00,2026-04-09 17:09
expansion,infolibre,41,2026-04-09 17:09:00+00:00,2026-04-09 17:09
20minutos,expansion,41,2026-04-09 17:09:00+00:00,2026-04-09 17:09
google_news_politica,heraldo_aragon,49,2026-04-09 17:39:00+00:00,2026-04-09 17:39
bbc_mundo,google_news_politica,47,2026-04-09 17:39:00+00:00,2026-04-09 17:39
bbc_mundo,heraldo_aragon,47,2026-04-09 17:39:00+00:00,2026-04-09 17:39
google_news_politica,lavanguardia,47,2026-04-09 17:39:00+00:00,2026-04-09 17:39
bbc_mundo,eldiario,46,2026-04-09 17:39:00+00:00,2026-04-09 17:39
heraldo_aragon,lavanguardia,46,2026-04-09 17:39:00+00:00,2026-04-09 17:39
eldiario,google_news_politica,46,2026-04-09 17:39:00+00:00,2026-04-09 17:39
eldiario,heraldo_aragon,46,2026-04-09 17:39:00+00:00,2026-04-09 17:39
20minutos,google_news_politica,46,2026-04-09 17:39:00+00:00,2026-04-09 17:39
google_news_economia,google_news_politica,45,2026-04-09 17:39:00+00:00,2026-04-09 17:39
bbc_mundo,lavanguardia,44,2026-04-09 17:39:00+00:00,2026-04-09 17:39
20minutos,heraldo_aragon,44,2026-04-09 17:39:00+00:00,2026-04-09 17:39
20minutos,bbc_mundo,43,2026-04-09 17:39:00+00:00,2026-04-09 17:39
eldiario,lavanguardia,43,2026-04-09 17:39:00+00:00,2026-04-09 17:39
expansion,heraldo_aragon,43,2026-04-09 17:39:00+00:00,2026-04-09 17:39
eldiario,expansion,43,2026-04-09 17:39:00+00:00,2026-04-09 17:39
google_news_politica,infolibre,43,2026-04-09 17:39:00+00:00,2026-04-09 17:39
expansion,google_news_politica,43,2026-04-09 17:39:00+00:00,2026-04-09 17:39
20minutos,eldiario,42,2026-04-09 17:39:00+00:00,2026-04-09 17:39
google_news_economia,heraldo_aragon,42,2026-04-09 17:39:00+00:00,2026-04-09 17:39
heraldo_aragon,infolibre,42,2026-04-09 17:39:00+00:00,2026-04-09 17:39
bbc_mundo,expansion,42,2026-04-09 17:39:00+00:00,2026-04-09 17:39
bbc_mundo,google_news_economia,42,2026-04-09 17:39:00+00:00,2026-04-09 17:39
20minutos,infolibre,42,2026-04-09 17:39:00+00:00,2026-04-09 17:39
eldiario,google_news_economia,42,2026-04-09 17:39:00+00:00,2026-04-09 17:39
infolibre,lavanguardia,41,2026-04-09 17:39:00+00:00,2026-04-09 17:39
elpais,heraldo_aragon,41,2026-04-09 17:39:00+00:00,2026-04-09 17:39
expansion,lavanguardia,41,2026-04-09 17:39:00+00:00,2026-04-09 17:39
expansion,infolibre,41,2026-04-09 17:39:00+00:00,2026-04-09 17:39
20minutos,expansion,41,2026-04-09 17:39:00+00:00,2026-04-09 17:39
google_news_politica,heraldo_aragon,49,2026-04-09 18:09:00+00:00,2026-04-09 18:09
bbc_mundo,google_news_politica,47,2026-04-09 18:09:00+00:00,2026-04-09 18:09
bbc_mundo,heraldo_aragon,47,2026-04-09 18:09:00+00:00,2026-04-09 18:09
google_news_politica,lavanguardia,47,2026-04-09 18:09:00+00:00,2026-04-09 18:09
bbc_mundo,eldiario,46,2026-04-09 18:09:00+00:00,2026-04-09 18:09
heraldo_aragon,lavanguardia,46,2026-04-09 18:09:00+00:00,2026-04-09 18:09
eldiario,google_news_politica,46,2026-04-09 18:09:00+00:00,2026-04-09 18:09
eldiario,heraldo_aragon,46,2026-04-09 18:09:00+00:00,2026-04-09 18:09
20minutos,google_news_politica,46,2026-04-09 18:09:00+00:00,2026-04-09 18:09
google_news_economia,google_news_politica,45,2026-04-09 18:09:00+00:00,2026-04-09 18:09
bbc_mundo,lavanguardia,44,2026-04-09 18:09:00+00:00,2026-04-09 18:09
20minutos,heraldo_aragon,44,2026-04-09 18:09:00+00:00,2026-04-09 18:09
20minutos,bbc_mundo,43,2026-04-09 18:09:00+00:00,2026-04-09 18:09
eldiario,lavanguardia,43,2026-04-09 18:09:00+00:00,2026-04-09 18:09
expansion,heraldo_aragon,43,2026-04-09 18:09:00+00:00,2026-04-09 18:09
eldiario,expansion,43,2026-04-09 18:09:00+00:00,2026-04-09 18:09
google_news_politica,infolibre,43,2026-04-09 18:09:00+00:00,2026-04-09 18:09
expansion,google_news_politica,43,2026-04-09 18:09:00+00:00,2026-04-09 18:09
20minutos,eldiario,42,2026-04-09 18:09:00+00:00,2026-04-09 18:09
google_news_economia,heraldo_aragon,42,2026-04-09 18:09:00+00:00,2026-04-09 18:09
heraldo_aragon,infolibre,42,2026-04-09 18:09:00+00:00,2026-04-09 18:09
bbc_mundo,expansion,42,2026-04-09 18:09:00+00:00,2026-04-09 18:09
bbc_mundo,google_news_economia,42,2026-04-09 18:09:00+00:00,2026-04-09 18:09
20minutos,infolibre,42,2026-04-09 18:09:00+00:00,2026-04-09 18:09
eldiario,google_news_economia,42,2026-04-09 18:09:00+00:00,2026-04-09 18:09
infolibre,lavanguardia,41,2026-04-09 18:09:00+00:00,2026-04-09 18:09
elpais,heraldo_aragon,41,2026-04-09 18:09:00+00:00,2026-04-09 18:09
expansion,lavanguardia,41,2026-04-09 18:09:00+00:00,2026-04-09 18:09
expansion,infolibre,41,2026-04-09 18:09:00+00:00,2026-04-09 18:09
20minutos,expansion,41,2026-04-09 18:09:00+00:00,2026-04-09 18:09
google_news_politica,heraldo_aragon,49,2026-04-09 18:39:00+00:00,2026-04-09 18:39
bbc_mundo,google_news_politica,47,2026-04-09 18:39:00+00:00,2026-04-09 18:39
bbc_mundo,heraldo_aragon,47,2026-04-09 18:39:00+00:00,2026-04-09 18:39
google_news_politica,lavanguardia,47,2026-04-09 18:39:00+00:00,2026-04-09 18:39
bbc_mundo,eldiario,46,2026-04-09 18:39:00+00:00,2026-04-09 18:39
heraldo_aragon,lavanguardia,46,2026-04-09 18:39:00+00:00,2026-04-09 18:39
eldiario,google_news_politica,46,2026-04-09 18:39:00+00:00,2026-04-09 18:39
eldiario,heraldo_aragon,46,2026-04-09 18:39:00+00:00,2026-04-09 18:39
20minutos,google_news_politica,46,2026-04-09 18:39:00+00:00,2026-04-09 18:39
google_news_economia,google_news_politica,45,2026-04-09 18:39:00+00:00,2026-04-09 18:39
bbc_mundo,lavanguardia,44,2026-04-09 18:39:00+00:00,2026-04-09 18:39
20minutos,heraldo_aragon,44,2026-04-09 18:39:00+00:00,2026-04-09 18:39
20minutos,bbc_mundo,43,2026-04-09 18:39:00+00:00,2026-04-09 18:39
eldiario,lavanguardia,43,2026-04-09 18:39:00+00:00,2026-04-09 18:39
expansion,heraldo_aragon,43,2026-04-09 18:39:00+00:00,2026-04-09 18:39
eldiario,expansion,43,2026-04-09 18:39:00+00:00,2026-04-09 18:39
google_news_politica,infolibre,43,2026-04-09 18:39:00+00:00,2026-04-09 18:39
expansion,google_news_politica,43,2026-04-09 18:39:00+00:00,2026-04-09 18:39
20minutos,eldiario,42,2026-04-09 18:39:00+00:00,2026-04-09 18:39
google_news_economia,heraldo_aragon,42,2026-04-09 18:39:00+00:00,2026-04-09 18:39
heraldo_aragon,infolibre,42,2026-04-09 18:39:00+00:00,2026-04-09 18:39
bbc_mundo,expansion,42,2026-04-09 18:39:00+00:00,2026-04-09 18:39
bbc_mundo,google_news_economia,42,2026-04-09 18:39:00+00:00,2026-04-09 18:39
20minutos,infolibre,42,2026-04-09 18:39:00+00:00,2026-04-09 18:39
eldiario,google_news_economia,42,2026-04-09 18:39:00+00:00,2026-04-09 18:39
infolibre,lavanguardia,41,2026-04-09 18:39:00+00:00,2026-04-09 18:39
elpais,heraldo_aragon,41,2026-04-09 18:39:00+00:00,2026-04-09 18:39
expansion,lavanguardia,41,2026-04-09 18:39:00+00:00,2026-04-09 18:39
expansion,infolibre,41,2026-04-09 18:39:00+00:00,2026-04-09 18:39
20minutos,expansion,41,2026-04-09 18:39:00+00:00,2026-04-09 18:39
google_news_politica,heraldo_aragon,49,2026-04-09 19:10:00+00:00,2026-04-09 19:10
bbc_mundo,google_news_politica,47,2026-04-09 19:10:00+00:00,2026-04-09 19:10
bbc_mundo,heraldo_aragon,47,2026-04-09 19:10:00+00:00,2026-04-09 19:10
google_news_politica,lavanguardia,47,2026-04-09 19:10:00+00:00,2026-04-09 19:10
bbc_mundo,eldiario,46,2026-04-09 19:10:00+00:00,2026-04-09 19:10
heraldo_aragon,lavanguardia,46,2026-04-09 19:10:00+00:00,2026-04-09 19:10
eldiario,google_news_politica,46,2026-04-09 19:10:00+00:00,2026-04-09 19:10
eldiario,heraldo_aragon,46,2026-04-09 19:10:00+00:00,2026-04-09 19:10
20minutos,google_news_politica,46,2026-04-09 19:10:00+00:00,2026-04-09 19:10
google_news_economia,google_news_politica,45,2026-04-09 19:10:00+00:00,2026-04-09 19:10
bbc_mundo,lavanguardia,44,2026-04-09 19:10:00+00:00,2026-04-09 19:10
20minutos,heraldo_aragon,44,2026-04-09 19:10:00+00:00,2026-04-09 19:10
20minutos,bbc_mundo,43,2026-04-09 19:10:00+00:00,2026-04-09 19:10
eldiario,lavanguardia,43,2026-04-09 19:10:00+00:00,2026-04-09 19:10
expansion,heraldo_aragon,43,2026-04-09 19:10:00+00:00,2026-04-09 19:10
eldiario,expansion,43,2026-04-09 19:10:00+00:00,2026-04-09 19:10
google_news_politica,infolibre,43,2026-04-09 19:10:00+00:00,2026-04-09 19:10
expansion,google_news_politica,43,2026-04-09 19:10:00+00:00,2026-04-09 19:10
20minutos,eldiario,42,2026-04-09 19:10:00+00:00,2026-04-09 19:10
google_news_economia,heraldo_aragon,42,2026-04-09 19:10:00+00:00,2026-04-09 19:10
heraldo_aragon,infolibre,42,2026-04-09 19:10:00+00:00,2026-04-09 19:10
bbc_mundo,expansion,42,2026-04-09 19:10:00+00:00,2026-04-09 19:10
bbc_mundo,google_news_economia,42,2026-04-09 19:10:00+00:00,2026-04-09 19:10
20minutos,infolibre,42,2026-04-09 19:10:00+00:00,2026-04-09 19:10
eldiario,google_news_economia,42,2026-04-09 19:10:00+00:00,2026-04-09 19:10
infolibre,lavanguardia,41,2026-04-09 19:10:00+00:00,2026-04-09 19:10
elpais,heraldo_aragon,41,2026-04-09 19:10:00+00:00,2026-04-09 19:10
expansion,lavanguardia,41,2026-04-09 19:10:00+00:00,2026-04-09 19:10
expansion,infolibre,41,2026-04-09 19:10:00+00:00,2026-04-09 19:10
20minutos,expansion,41,2026-04-09 19:10:00+00:00,2026-04-09 19:10
google_news_politica,heraldo_aragon,49,2026-04-09 19:39:00+00:00,2026-04-09 19:39
bbc_mundo,google_news_politica,47,2026-04-09 19:39:00+00:00,2026-04-09 19:39
bbc_mundo,heraldo_aragon,47,2026-04-09 19:39:00+00:00,2026-04-09 19:39
google_news_politica,lavanguardia,47,2026-04-09 19:39:00+00:00,2026-04-09 19:39
bbc_mundo,eldiario,46,2026-04-09 19:39:00+00:00,2026-04-09 19:39
heraldo_aragon,lavanguardia,46,2026-04-09 19:39:00+00:00,2026-04-09 19:39
eldiario,google_news_politica,46,2026-04-09 19:39:00+00:00,2026-04-09 19:39
eldiario,heraldo_aragon,46,2026-04-09 19:39:00+00:00,2026-04-09 19:39
20minutos,google_news_politica,46,2026-04-09 19:39:00+00:00,2026-04-09 19:39
google_news_economia,google_news_politica,45,2026-04-09 19:39:00+00:00,2026-04-09 19:39
bbc_mundo,lavanguardia,44,2026-04-09 19:39:00+00:00,2026-04-09 19:39
20minutos,heraldo_aragon,44,2026-04-09 19:39:00+00:00,2026-04-09 19:39
20minutos,bbc_mundo,43,2026-04-09 19:39:00+00:00,2026-04-09 19:39
eldiario,lavanguardia,43,2026-04-09 19:39:00+00:00,2026-04-09 19:39
expansion,heraldo_aragon,43,2026-04-09 19:39:00+00:00,2026-04-09 19:39
eldiario,expansion,43,2026-04-09 19:39:00+00:00,2026-04-09 19:39
google_news_politica,infolibre,43,2026-04-09 19:39:00+00:00,2026-04-09 19:39
expansion,google_news_politica,43,2026-04-09 19:39:00+00:00,2026-04-09 19:39
20minutos,eldiario,42,2026-04-09 19:39:00+00:00,2026-04-09 19:39
google_news_economia,heraldo_aragon,42,2026-04-09 19:39:00+00:00,2026-04-09 19:39
heraldo_aragon,infolibre,42,2026-04-09 19:39:00+00:00,2026-04-09 19:39
bbc_mundo,expansion,42,2026-04-09 19:39:00+00:00,2026-04-09 19:39
bbc_mundo,google_news_economia,42,2026-04-09 19:39:00+00:00,2026-04-09 19:39
20minutos,infolibre,42,2026-04-09 19:39:00+00:00,2026-04-09 19:39
eldiario,google_news_economia,42,2026-04-09 19:39:00+00:00,2026-04-09 19:39
infolibre,lavanguardia,41,2026-04-09 19:39:00+00:00,2026-04-09 19:39
elpais,heraldo_aragon,41,2026-04-09 19:39:00+00:00,2026-04-09 19:39
expansion,lavanguardia,41,2026-04-09 19:39:00+00:00,2026-04-09 19:39
expansion,infolibre,41,2026-04-09 19:39:00+00:00,2026-04-09 19:39
20minutos,expansion,41,2026-04-09 19:39:00+00:00,2026-04-09 19:39
google_news_politica,heraldo_aragon,49,2026-04-09 20:09:00+00:00,2026-04-09 20:09
bbc_mundo,google_news_politica,47,2026-04-09 20:09:00+00:00,2026-04-09 20:09
bbc_mundo,heraldo_aragon,47,2026-04-09 20:09:00+00:00,2026-04-09 20:09
google_news_politica,lavanguardia,47,2026-04-09 20:09:00+00:00,2026-04-09 20:09
bbc_mundo,eldiario,46,2026-04-09 20:09:00+00:00,2026-04-09 20:09
heraldo_aragon,lavanguardia,46,2026-04-09 20:09:00+00:00,2026-04-09 20:09
eldiario,google_news_politica,46,2026-04-09 20:09:00+00:00,2026-04-09 20:09
eldiario,heraldo_aragon,46,2026-04-09 20:09:00+00:00,2026-04-09 20:09
20minutos,google_news_politica,46,2026-04-09 20:09:00+00:00,2026-04-09 20:09
google_news_economia,google_news_politica,45,2026-04-09 20:09:00+00:00,2026-04-09 20:09
bbc_mundo,lavanguardia,44,2026-04-09 20:09:00+00:00,2026-04-09 20:09
20minutos,heraldo_aragon,44,2026-04-09 20:09:00+00:00,2026-04-09 20:09
20minutos,bbc_mundo,43,2026-04-09 20:09:00+00:00,2026-04-09 20:09
eldiario,lavanguardia,43,2026-04-09 20:09:00+00:00,2026-04-09 20:09
expansion,heraldo_aragon,43,2026-04-09 20:09:00+00:00,2026-04-09 20:09
eldiario,expansion,43,2026-04-09 20:09:00+00:00,2026-04-09 20:09
google_news_politica,infolibre,43,2026-04-09 20:09:00+00:00,2026-04-09 20:09
expansion,google_news_politica,43,2026-04-09 20:09:00+00:00,2026-04-09 20:09
20minutos,eldiario,42,2026-04-09 20:09:00+00:00,2026-04-09 20:09
google_news_economia,heraldo_aragon,42,2026-04-09 20:09:00+00:00,2026-04-09 20:09
heraldo_aragon,infolibre,42,2026-04-09 20:09:00+00:00,2026-04-09 20:09
bbc_mundo,expansion,42,2026-04-09 20:09:00+00:00,2026-04-09 20:09
bbc_mundo,google_news_economia,42,2026-04-09 20:09:00+00:00,2026-04-09 20:09
20minutos,infolibre,42,2026-04-09 20:09:00+00:00,2026-04-09 20:09
eldiario,google_news_economia,42,2026-04-09 20:09:00+00:00,2026-04-09 20:09
infolibre,lavanguardia,41,2026-04-09 20:09:00+00:00,2026-04-09 20:09
elpais,heraldo_aragon,41,2026-04-09 20:09:00+00:00,2026-04-09 20:09
expansion,lavanguardia,41,2026-04-09 20:09:00+00:00,2026-04-09 20:09
expansion,infolibre,41,2026-04-09 20:09:00+00:00,2026-04-09 20:09
20minutos,expansion,41,2026-04-09 20:09:00+00:00,2026-04-09 20:09
google_news_politica,heraldo_aragon,49,2026-04-09 20:39:00+00:00,2026-04-09 20:39
bbc_mundo,google_news_politica,47,2026-04-09 20:39:00+00:00,2026-04-09 20:39
bbc_mundo,heraldo_aragon,47,2026-04-09 20:39:00+00:00,2026-04-09 20:39
google_news_politica,lavanguardia,47,2026-04-09 20:39:00+00:00,2026-04-09 20:39
bbc_mundo,eldiario,46,2026-04-09 20:39:00+00:00,2026-04-09 20:39
heraldo_aragon,lavanguardia,46,2026-04-09 20:39:00+00:00,2026-04-09 20:39
eldiario,google_news_politica,46,2026-04-09 20:39:00+00:00,2026-04-09 20:39
eldiario,heraldo_aragon,46,2026-04-09 20:39:00+00:00,2026-04-09 20:39
20minutos,google_news_politica,46,2026-04-09 20:39:00+00:00,2026-04-09 20:39
google_news_economia,google_news_politica,45,2026-04-09 20:39:00+00:00,2026-04-09 20:39
bbc_mundo,lavanguardia,44,2026-04-09 20:39:00+00:00,2026-04-09 20:39
20minutos,heraldo_aragon,44,2026-04-09 20:39:00+00:00,2026-04-09 20:39
20minutos,bbc_mundo,43,2026-04-09 20:39:00+00:00,2026-04-09 20:39
eldiario,lavanguardia,43,2026-04-09 20:39:00+00:00,2026-04-09 20:39
expansion,heraldo_aragon,43,2026-04-09 20:39:00+00:00,2026-04-09 20:39
eldiario,expansion,43,2026-04-09 20:39:00+00:00,2026-04-09 20:39
google_news_politica,infolibre,43,2026-04-09 20:39:00+00:00,2026-04-09 20:39
expansion,google_news_politica,43,2026-04-09 20:39:00+00:00,2026-04-09 20:39
20minutos,eldiario,42,2026-04-09 20:39:00+00:00,2026-04-09 20:39
google_news_economia,heraldo_aragon,42,2026-04-09 20:39:00+00:00,2026-04-09 20:39
heraldo_aragon,infolibre,42,2026-04-09 20:39:00+00:00,2026-04-09 20:39
bbc_mundo,expansion,42,2026-04-09 20:39:00+00:00,2026-04-09 20:39
bbc_mundo,google_news_economia,42,2026-04-09 20:39:00+00:00,2026-04-09 20:39
20minutos,infolibre,42,2026-04-09 20:39:00+00:00,2026-04-09 20:39
eldiario,google_news_economia,42,2026-04-09 20:39:00+00:00,2026-04-09 20:39
infolibre,lavanguardia,41,2026-04-09 20:39:00+00:00,2026-04-09 20:39
elpais,heraldo_aragon,41,2026-04-09 20:39:00+00:00,2026-04-09 20:39
expansion,lavanguardia,41,2026-04-09 20:39:00+00:00,2026-04-09 20:39
expansion,infolibre,41,2026-04-09 20:39:00+00:00,2026-04-09 20:39
20minutos,expansion,41,2026-04-09 20:39:00+00:00,2026-04-09 20:39
google_news_politica,heraldo_aragon,49,2026-04-09 21:09:00+00:00,2026-04-09 21:09
bbc_mundo,google_news_politica,47,2026-04-09 21:09:00+00:00,2026-04-09 21:09
bbc_mundo,heraldo_aragon,47,2026-04-09 21:09:00+00:00,2026-04-09 21:09
google_news_politica,lavanguardia,47,2026-04-09 21:09:00+00:00,2026-04-09 21:09
bbc_mundo,eldiario,46,2026-04-09 21:09:00+00:00,2026-04-09 21:09
heraldo_aragon,lavanguardia,46,2026-04-09 21:09:00+00:00,2026-04-09 21:09
eldiario,google_news_politica,46,2026-04-09 21:09:00+00:00,2026-04-09 21:09
eldiario,heraldo_aragon,46,2026-04-09 21:09:00+00:00,2026-04-09 21:09
20minutos,google_news_politica,46,2026-04-09 21:09:00+00:00,2026-04-09 21:09
google_news_economia,google_news_politica,45,2026-04-09 21:09:00+00:00,2026-04-09 21:09
bbc_mundo,lavanguardia,44,2026-04-09 21:09:00+00:00,2026-04-09 21:09
20minutos,heraldo_aragon,44,2026-04-09 21:09:00+00:00,2026-04-09 21:09
20minutos,bbc_mundo,43,2026-04-09 21:09:00+00:00,2026-04-09 21:09
eldiario,lavanguardia,43,2026-04-09 21:09:00+00:00,2026-04-09 21:09
expansion,heraldo_aragon,43,2026-04-09 21:09:00+00:00,2026-04-09 21:09
eldiario,expansion,43,2026-04-09 21:09:00+00:00,2026-04-09 21:09
google_news_politica,infolibre,43,2026-04-09 21:09:00+00:00,2026-04-09 21:09
expansion,google_news_politica,43,2026-04-09 21:09:00+00:00,2026-04-09 21:09
20minutos,eldiario,42,2026-04-09 21:09:00+00:00,2026-04-09 21:09
google_news_economia,heraldo_aragon,42,2026-04-09 21:09:00+00:00,2026-04-09 21:09
heraldo_aragon,infolibre,42,2026-04-09 21:09:00+00:00,2026-04-09 21:09
bbc_mundo,expansion,42,2026-04-09 21:09:00+00:00,2026-04-09 21:09
bbc_mundo,google_news_economia,42,2026-04-09 21:09:00+00:00,2026-04-09 21:09
20minutos,infolibre,42,2026-04-09 21:09:00+00:00,2026-04-09 21:09
eldiario,google_news_economia,42,2026-04-09 21:09:00+00:00,2026-04-09 21:09
infolibre,lavanguardia,41,2026-04-09 21:09:00+00:00,2026-04-09 21:09
elpais,heraldo_aragon,41,2026-04-09 21:09:00+00:00,2026-04-09 21:09
expansion,lavanguardia,41,2026-04-09 21:09:00+00:00,2026-04-09 21:09
expansion,infolibre,41,2026-04-09 21:09:00+00:00,2026-04-09 21:09
20minutos,expansion,41,2026-04-09 21:09:00+00:00,2026-04-09 21:09
google_news_politica,heraldo_aragon,49,2026-04-09 21:39:00+00:00,2026-04-09 21:39
bbc_mundo,google_news_politica,47,2026-04-09 21:39:00+00:00,2026-04-09 21:39
bbc_mundo,heraldo_aragon,47,2026-04-09 21:39:00+00:00,2026-04-09 21:39
google_news_politica,lavanguardia,47,2026-04-09 21:39:00+00:00,2026-04-09 21:39
bbc_mundo,eldiario,46,2026-04-09 21:39:00+00:00,2026-04-09 21:39
heraldo_aragon,lavanguardia,46,2026-04-09 21:39:00+00:00,2026-04-09 21:39
eldiario,google_news_politica,46,2026-04-09 21:39:00+00:00,2026-04-09 21:39
eldiario,heraldo_aragon,46,2026-04-09 21:39:00+00:00,2026-04-09 21:39
20minutos,google_news_politica,46,2026-04-09 21:39:00+00:00,2026-04-09 21:39
google_news_economia,google_news_politica,45,2026-04-09 21:39:00+00:00,2026-04-09 21:39
bbc_mundo,lavanguardia,44,2026-04-09 21:39:00+00:00,2026-04-09 21:39
20minutos,heraldo_aragon,44,2026-04-09 21:39:00+00:00,2026-04-09 21:39
20minutos,bbc_mundo,43,2026-04-09 21:39:00+00:00,2026-04-09 21:39
eldiario,lavanguardia,43,2026-04-09 21:39:00+00:00,2026-04-09 21:39
expansion,heraldo_aragon,43,2026-04-09 21:39:00+00:00,2026-04-09 21:39
eldiario,expansion,43,2026-04-09 21:39:00+00:00,2026-04-09 21:39
google_news_politica,infolibre,43,2026-04-09 21:39:00+00:00,2026-04-09 21:39
expansion,google_news_politica,43,2026-04-09 21:39:00+00:00,2026-04-09 21:39
20minutos,eldiario,42,2026-04-09 21:39:00+00:00,2026-04-09 21:39
google_news_economia,heraldo_aragon,42,2026-04-09 21:39:00+00:00,2026-04-09 21:39
heraldo_aragon,infolibre,42,2026-04-09 21:39:00+00:00,2026-04-09 21:39
bbc_mundo,expansion,42,2026-04-09 21:39:00+00:00,2026-04-09 21:39
bbc_mundo,google_news_economia,42,2026-04-09 21:39:00+00:00,2026-04-09 21:39
20minutos,infolibre,42,2026-04-09 21:39:00+00:00,2026-04-09 21:39
eldiario,google_news_economia,42,2026-04-09 21:39:00+00:00,2026-04-09 21:39
infolibre,lavanguardia,41,2026-04-09 21:39:00+00:00,2026-04-09 21:39
elpais,heraldo_aragon,41,2026-04-09 21:39:00+00:00,2026-04-09 21:39
expansion,lavanguardia,41,2026-04-09 21:39:00+00:00,2026-04-09 21:39
expansion,infolibre,41,2026-04-09 21:39:00+00:00,2026-04-09 21:39
20minutos,expansion,41,2026-04-09 21:39:00+00:00,2026-04-09 21:39
google_news_politica,heraldo_aragon,49,2026-04-09 22:10:00+00:00,2026-04-09 22:10
bbc_mundo,google_news_politica,47,2026-04-09 22:10:00+00:00,2026-04-09 22:10
bbc_mundo,heraldo_aragon,47,2026-04-09 22:10:00+00:00,2026-04-09 22:10
google_news_politica,lavanguardia,47,2026-04-09 22:10:00+00:00,2026-04-09 22:10
bbc_mundo,eldiario,46,2026-04-09 22:10:00+00:00,2026-04-09 22:10
heraldo_aragon,lavanguardia,46,2026-04-09 22:10:00+00:00,2026-04-09 22:10
eldiario,google_news_politica,46,2026-04-09 22:10:00+00:00,2026-04-09 22:10
eldiario,heraldo_aragon,46,2026-04-09 22:10:00+00:00,2026-04-09 22:10
20minutos,google_news_politica,46,2026-04-09 22:10:00+00:00,2026-04-09 22:10
google_news_economia,google_news_politica,45,2026-04-09 22:10:00+00:00,2026-04-09 22:10
bbc_mundo,lavanguardia,44,2026-04-09 22:10:00+00:00,2026-04-09 22:10
20minutos,heraldo_aragon,44,2026-04-09 22:10:00+00:00,2026-04-09 22:10
20minutos,bbc_mundo,43,2026-04-09 22:10:00+00:00,2026-04-09 22:10
eldiario,lavanguardia,43,2026-04-09 22:10:00+00:00,2026-04-09 22:10
expansion,heraldo_aragon,43,2026-04-09 22:10:00+00:00,2026-04-09 22:10
eldiario,expansion,43,2026-04-09 22:10:00+00:00,2026-04-09 22:10
google_news_politica,infolibre,43,2026-04-09 22:10:00+00:00,2026-04-09 22:10
expansion,google_news_politica,43,2026-04-09 22:10:00+00:00,2026-04-09 22:10
20minutos,eldiario,42,2026-04-09 22:10:00+00:00,2026-04-09 22:10
google_news_economia,heraldo_aragon,42,2026-04-09 22:10:00+00:00,2026-04-09 22:10
heraldo_aragon,infolibre,42,2026-04-09 22:10:00+00:00,2026-04-09 22:10
bbc_mundo,expansion,42,2026-04-09 22:10:00+00:00,2026-04-09 22:10
bbc_mundo,google_news_economia,42,2026-04-09 22:10:00+00:00,2026-04-09 22:10
20minutos,infolibre,42,2026-04-09 22:10:00+00:00,2026-04-09 22:10
eldiario,google_news_economia,42,2026-04-09 22:10:00+00:00,2026-04-09 22:10
infolibre,lavanguardia,41,2026-04-09 22:10:00+00:00,2026-04-09 22:10
elpais,heraldo_aragon,41,2026-04-09 22:10:00+00:00,2026-04-09 22:10
expansion,lavanguardia,41,2026-04-09 22:10:00+00:00,2026-04-09 22:10
expansion,infolibre,41,2026-04-09 22:10:00+00:00,2026-04-09 22:10
20minutos,expansion,41,2026-04-09 22:10:00+00:00,2026-04-09 22:10
google_news_politica,heraldo_aragon,49,2026-04-09 22:39:00+00:00,2026-04-09 22:39
